symbol	length	Control_D0	Control_D1	AKAP8_D0	AKAP8_D1
ENSG00000123124.9	3564.21	3886.00	3689.00	3483.00	4536.00
ENSG00000123130.12	1694.21	503.00	518.00	572.00	829.00
ENSG00000123131.8	885.33	960.00	1109.00	1060.00	1503.00
ENSG00000123136.10	1349.02	132.00	253.00	154.00	201.00
ENSG00000123143.8	2499.69	1351.00	1555.00	1524.00	2136.00
ENSG00000123144.6	963.75	793.00	1333.00	799.00	1181.00
ENSG00000123146.15	2603.49	95.93	124.00	83.94	150.80
ENSG00000123154.7	1116.66	66.00	76.00	59.00	90.00
ENSG00000123159.11	1514.22	314.00	486.00	474.00	765.00
ENSG00000123171.5	1148.00	0.00	0.00	0.00	0.00
ENSG00000123178.10	3054.95	125.00	172.00	176.00	262.00
ENSG00000123179.9	886.11	585.00	632.00	500.00	700.00
ENSG00000123191.9	6507.52	1895.00	2335.00	1293.00	1926.00
ENSG00000123200.12	6917.85	2230.00	1978.00	1554.00	2412.00
ENSG00000123213.18	4444.89	1238.00	1079.00	1066.00	1508.00
ENSG00000123219.8	1242.57	110.00	102.00	47.00	82.00
ENSG00000123240.12	1968.71	2996.00	3307.00	2803.00	3680.00
ENSG00000123243.10	3303.15	147.00	172.00	318.00	453.00
ENSG00000123268.4	1115.71	329.00	333.00	240.00	303.00
ENSG00000123297.12	1283.99	246.00	300.73	200.98	334.00
ENSG00000123329.13	945.39	6.00	9.00	13.00	18.00
ENSG00000123342.11	2245.00	1.00	2.00	5.00	4.00
ENSG00000123349.9	602.23	1740.00	1865.00	1647.00	2396.00
ENSG00000123352.13	2261.79	661.00	715.00	570.00	947.00
ENSG00000123353.5	1138.67	155.00	174.00	314.00	439.00
ENSG00000123358.15	1805.65	312.00	424.00	399.00	490.00
ENSG00000123364.3	2437.00	0.00	0.00	0.00	0.00
ENSG00000123374.6	1559.61	360.00	426.00	439.00	568.00
ENSG00000123384.9	11266.78	14862.00	20384.00	16900.00	21815.00
ENSG00000123395.10	1089.78	347.00	414.00	436.00	675.00
ENSG00000123405.9	1762.00	30.00	25.00	24.00	32.00
ENSG00000123411.10	4689.37	211.00	236.00	208.00	297.00
ENSG00000123415.10	972.14	158.00	232.00	232.00	342.00
ENSG00000123416.11	1624.17	9309.11	10571.94	8754.67	12136.39
ENSG00000123427.11	2072.63	202.00	205.00	193.00	274.00
ENSG00000123444.9	2114.63	138.00	153.00	114.00	131.00
ENSG00000123453.12	3126.84	673.00	1046.00	554.00	809.00
ENSG00000123472.8	1592.03	980.00	1029.94	1052.92	1472.89
ENSG00000123473.11	4728.48	251.00	288.00	132.00	129.00
ENSG00000123485.7	2152.57	435.00	465.00	188.00	230.00
ENSG00000123500.5	1955.50	0.00	1.00	1.00	0.00
ENSG00000123505.10	2898.86	4792.00	4727.00	3221.00	3962.00
ENSG00000123545.5	781.84	117.00	128.00	114.00	152.00
ENSG00000123552.13	2539.27	320.00	276.00	274.00	432.00
ENSG00000123560.9	1846.52	50.00	40.00	135.00	269.00
ENSG00000123561.10	1504.03	5688.00	5702.00	3698.00	4964.00
ENSG00000123562.12	1273.15	4256.00	4809.00	3855.00	5336.00
ENSG00000123570.3	3748.00	2.00	5.00	1.00	8.00
ENSG00000123575.8	6916.66	887.00	861.00	876.00	1254.00
ENSG00000123595.5	1479.07	232.00	245.00	276.00	386.00
ENSG00000123600.14	2666.64	601.00	621.00	564.00	857.00
ENSG00000123607.10	3604.58	1849.00	1817.00	1127.00	1601.00
ENSG00000123609.6	1628.42	29.00	25.00	25.00	68.00
ENSG00000123612.11	5111.08	7.00	5.00	5.00	6.00
ENSG00000123636.13	3174.79	1070.46	982.00	1367.00	1978.52
ENSG00000123643.8	5233.05	444.00	508.00	374.00	534.00
ENSG00000123684.8	7332.93	2123.00	2190.00	1964.00	2821.00
ENSG00000123685.4	709.47	1.00	4.00	8.00	6.00
ENSG00000123689.5	866.00	0.00	0.00	0.00	0.00
ENSG00000123728.5	2881.70	619.00	556.00	680.00	1000.00
ENSG00000123737.8	1741.23	437.00	401.00	397.00	556.00
ENSG00000123739.6	1150.06	364.28	350.12	404.98	461.42
ENSG00000123810.3	1027.00	6.00	5.00	17.00	22.00
ENSG00000123815.7	1568.53	130.00	218.00	175.00	284.00
ENSG00000123836.10	5485.99	271.00	282.00	295.00	466.00
ENSG00000123838.6	1851.36	1112.00	1309.00	1325.00	1893.00
ENSG00000123843.8	1057.27	1788.00	1982.00	1546.00	1956.00
ENSG00000123870.9	1026.07	42.00	49.00	30.00	52.00
ENSG00000123892.7	1007.00	2.00	1.00	0.00	3.00
ENSG00000123901.4	2964.24	13.00	6.00	9.00	9.00
ENSG00000123908.7	2481.36	770.00	835.00	967.00	1272.00
ENSG00000123933.10	2748.77	721.00	1128.00	727.00	1045.00
ENSG00000123965.12	983.55	42.56	41.16	29.44	43.86
ENSG00000123975.4	613.00	615.00	819.00	497.00	629.00
ENSG00000123977.5	1214.17	0.00	0.00	1.00	0.00
ENSG00000123983.9	3449.35	17357.00	17460.00	11459.00	16641.00
ENSG00000123989.9	2980.62	2700.00	4299.00	3167.00	3988.00
ENSG00000123992.14	1326.94	682.00	979.00	638.00	904.00
ENSG00000123999.4	1468.00	185.00	212.00	179.00	167.00
ENSG00000124003.9	1048.00	10.00	8.00	1.00	12.00
ENSG00000124006.10	2223.57	3097.00	4475.00	3521.00	4428.00
ENSG00000124067.12	2414.96	2785.96	3846.90	3884.82	5224.85
ENSG00000124074.7	1319.86	76.00	107.00	106.00	144.00
ENSG00000124092.8	1512.00	0.00	0.00	1.00	1.00
ENSG00000124098.9	2960.24	5800.00	5801.00	6348.00	9379.00
ENSG00000124102.4	577.00	1.00	0.00	0.00	1.00
ENSG00000124103.8	911.00	0.00	5.00	5.00	6.00
ENSG00000124104.14	2278.16	159.00	197.00	167.00	267.00
ENSG00000124116.14	500.66	1.00	3.00	3.00	3.00
ENSG00000124120.6	4353.41	384.00	405.00	377.00	619.00
ENSG00000124126.9	4682.00	2.00	4.00	4.00	3.00
ENSG00000124140.8	464.25	34.00	35.00	37.00	54.00
ENSG00000124143.6	2049.75	53.00	59.00	152.00	240.00
ENSG00000124145.5	2412.89	1786.00	2125.00	2935.00	3808.00
ENSG00000124151.14	7263.54	2859.00	3040.00	2653.00	3710.00
ENSG00000124155.12	1999.93	3050.00	3575.00	5002.00	6314.00
ENSG00000124160.7	3018.72	554.00	753.00	420.00	585.00
ENSG00000124164.11	2274.94	2299.00	2437.00	2108.00	2910.00
ENSG00000124171.4	4615.00	280.00	286.00	318.00	456.00
ENSG00000124172.5	3098.19	1617.00	2437.00	2171.00	3143.00
ENSG00000124177.10	6328.49	3878.00	4360.00	3194.00	4361.00
ENSG00000124181.10	2667.86	7013.00	8193.00	6610.00	8976.00
ENSG00000124193.10	2742.68	4081.94	4496.00	3172.95	4633.96
ENSG00000124194.11	952.00	1.00	1.00	0.00	1.00
ENSG00000124198.8	8649.80	4997.00	5524.00	3723.00	5198.00
ENSG00000124201.10	7121.20	696.00	852.00	1007.00	1358.00
ENSG00000124207.12	3356.74	2179.00	2215.00	2222.00	3245.00
ENSG00000124208.16	2757.00	19.22	34.93	20.15	38.83
ENSG00000124209.3	7612.17	1273.00	1296.00	1177.00	1542.00
ENSG00000124214.15	3194.88	11427.00	12458.00	10957.00	15004.00
ENSG00000124215.12	968.20	17.00	13.00	9.00	17.00
ENSG00000124216.3	1686.00	51.00	76.00	59.00	90.00
ENSG00000124217.3	2458.00	122.00	162.00	153.00	188.00
ENSG00000124222.17	3628.70	4442.86	4850.01	4227.41	5844.02
ENSG00000124224.12	1589.02	58.00	92.00	94.00	109.00
ENSG00000124225.11	4845.00	4.00	4.00	6.00	5.00
ENSG00000124226.7	2440.00	1655.00	2195.00	1880.00	2630.00
ENSG00000124228.10	2683.36	1818.00	1951.00	1601.00	2400.00
ENSG00000124243.13	979.10	43.00	96.00	58.00	114.00
ENSG00000124253.9	2703.13	3224.00	3642.00	2054.00	2218.00
ENSG00000124257.6	1199.45	24.00	53.00	36.00	50.00
ENSG00000124275.10	2019.83	754.00	753.00	622.00	864.00
ENSG00000124279.7	1687.97	108.00	139.00	88.00	138.00
ENSG00000124299.9	1526.53	417.00	601.00	490.00	646.00
ENSG00000124313.8	1233.57	0.00	1.00	2.00	7.00
ENSG00000124333.10	2561.16	340.00	354.00	277.00	437.00
ENSG00000124334.12	2032.00	0.00	0.00	1.00	1.00
ENSG00000124343.8	1238.50	0.00	0.00	1.00	0.00
ENSG00000124356.11	2414.48	1156.00	1218.00	1342.00	1968.00
ENSG00000124357.8	1397.35	402.00	500.00	590.00	832.00
ENSG00000124370.6	828.43	241.00	268.00	192.00	293.00
ENSG00000124374.8	6279.00	18.00	42.00	18.00	30.00
ENSG00000124380.6	1026.04	956.00	971.00	888.00	1204.00
ENSG00000124383.4	2404.66	2133.00	1830.00	1187.00	1884.00
ENSG00000124406.12	5640.90	297.00	315.00	295.00	486.00
ENSG00000124422.7	3087.60	3816.00	4724.00	4021.00	5438.00
ENSG00000124429.13	1972.00	2.00	0.00	3.00	1.00
ENSG00000124440.11	4298.25	32.00	45.00	99.00	112.00
ENSG00000124444.11	1559.08	98.20	114.31	119.27	161.00
ENSG00000124459.7	2554.04	98.00	111.00	96.00	172.00
ENSG00000124466.8	1630.15	24.00	42.00	42.00	61.00
ENSG00000124467.14	1826.74	0.00	0.00	4.00	5.39
ENSG00000124486.8	8867.28	3503.00	3748.00	3428.00	4842.00
ENSG00000124496.8	4174.00	3.00	3.00	4.00	2.00
ENSG00000124507.6	4229.00	0.00	2.00	1.00	1.00
ENSG00000124508.12	2712.16	348.45	393.00	492.00	820.00
ENSG00000124523.10	2127.83	508.00	568.00	520.00	705.00
ENSG00000124529.3	357.00	0.00	0.00	0.00	1.00
ENSG00000124532.10	2866.89	832.00	884.00	721.00	1039.00
ENSG00000124535.11	1805.02	1635.00	1914.00	1369.00	1939.00
ENSG00000124541.6	1138.57	526.00	577.00	607.00	879.00
ENSG00000124549.10	2303.55	74.00	91.00	83.00	119.00
ENSG00000124557.8	2895.00	0.00	0.00	0.00	3.00
ENSG00000124562.5	839.06	1652.00	2044.00	1486.00	2125.00
ENSG00000124564.13	861.64	3.00	1.00	1.00	3.00
ENSG00000124568.6	1723.06	124.00	130.00	38.00	66.00
ENSG00000124570.13	1463.41	1624.00	1727.00	2004.00	2811.00
ENSG00000124571.13	3780.04	1786.00	2034.00	1644.00	2383.00
ENSG00000124574.10	2635.54	682.00	898.00	871.00	1213.00
ENSG00000124587.9	3465.95	337.00	523.00	281.00	352.00
ENSG00000124588.15	1014.97	154.00	223.00	194.00	284.00
ENSG00000124593.10	3027.99	698.72	984.09	994.35	1350.85
ENSG00000124596.12	1383.24	577.98	586.47	454.97	705.83
ENSG00000124602.5	2508.84	67.02	102.53	91.03	143.17
ENSG00000124608.4	3815.58	278.00	408.00	324.00	537.00
ENSG00000124613.4	3967.35	77.00	77.00	74.00	102.00
ENSG00000124614.9	646.62	6542.43	9596.89	6046.25	8643.13
ENSG00000124615.13	3241.97	169.00	226.00	190.00	309.00
ENSG00000124635.7	589.35	2.00	4.00	0.00	4.00
ENSG00000124641.10	1991.29	340.00	417.00	386.00	525.00
ENSG00000124657.1	942.00	5.00	5.00	1.00	2.00
ENSG00000124659.5	1623.83	229.00	283.00	272.00	380.00
ENSG00000124664.6	1895.00	0.00	1.00	1.00	5.00
ENSG00000124678.13	933.00	0.00	1.00	0.00	2.00
ENSG00000124688.9	1137.82	282.00	362.00	286.00	485.00
ENSG00000124693.2	472.00	1.00	1.00	0.00	0.00
ENSG00000124701.5	1151.00	0.00	0.00	4.00	0.00
ENSG00000124702.13	1905.89	1472.00	2040.00	1665.00	2192.00
ENSG00000124713.5	1072.00	25.00	28.00	34.00	68.00
ENSG00000124721.13	9308.00	0.00	0.00	0.00	0.00
ENSG00000124731.8	772.00	1.00	0.00	1.00	2.00
ENSG00000124733.3	1089.00	809.00	928.00	944.00	1330.00
ENSG00000124743.5	5743.00	60.00	34.00	47.00	53.00
ENSG00000124749.12	4295.05	6.00	1.00	12.00	7.00
ENSG00000124762.9	2168.59	1941.00	2381.00	6517.00	8356.00
ENSG00000124766.4	4876.00	1258.00	1130.00	1832.00	2632.00
ENSG00000124767.6	2011.70	1938.00	2244.00	1642.00	2439.00
ENSG00000124772.7	3638.90	2.00	2.00	9.00	9.00
ENSG00000124782.15	6872.26	2048.00	2568.00	1772.00	2275.00
ENSG00000124783.8	2282.73	5125.00	5195.00	4260.00	5758.00
ENSG00000124784.4	1920.27	497.00	562.00	387.00	529.00
ENSG00000124785.4	773.00	6.00	7.00	5.00	1.00
ENSG00000124786.8	1843.83	188.00	178.00	217.00	296.00
ENSG00000124787.9	865.24	233.00	244.00	154.00	244.00
ENSG00000124788.13	6998.06	2100.00	2243.00	2676.00	3575.00
ENSG00000124789.7	5449.75	2086.00	2303.00	1930.00	2545.00
ENSG00000124795.10	1558.79	2912.00	2461.00	1918.00	2723.00
ENSG00000124802.7	815.41	600.88	681.46	671.28	1003.03
ENSG00000124813.16	2528.33	2.00	0.00	0.00	0.00
ENSG00000124831.14	3211.43	3959.21	3663.67	2950.55	3906.21
ENSG00000124835.2	2231.00	2.00	2.00	1.00	5.00
ENSG00000124839.8	1696.24	4277.00	5812.00	4083.00	5130.00
ENSG00000124882.3	2742.67	25.00	19.00	19.00	20.00
ENSG00000124915.6	1201.00	1.00	3.00	2.00	5.00
ENSG00000124920.9	4683.55	3600.00	4690.00	4732.00	6179.00
ENSG00000124935.3	480.00	1.00	0.00	0.00	2.00
ENSG00000124942.9	17611.68	23231.00	25042.00	24324.00	32291.00
ENSG00000125037.8	923.86	447.00	521.00	561.00	790.00
ENSG00000125046.10	1838.38	961.00	1244.00	1296.00	1694.00
ENSG00000125089.12	2972.01	420.00	612.00	670.00	836.00
ENSG00000125107.12	3222.03	8393.00	9309.00	5801.00	7489.00
ENSG00000125122.10	1666.63	4.50	18.00	14.50	25.00
ENSG00000125124.7	1832.36	986.00	1133.00	1238.00	1757.00
ENSG00000125144.9	408.68	13.00	22.00	23.00	36.00
ENSG00000125148.6	558.76	2383.00	2931.00	5521.00	6720.00
ENSG00000125149.7	2320.01	2532.00	3012.00	2293.00	2954.00
ENSG00000125166.8	2407.88	1776.00	2190.00	2048.00	2832.00
ENSG00000125170.6	2132.51	1505.00	1885.00	1321.00	1666.00
ENSG00000125246.11	1453.78	294.00	320.00	266.00	367.00
ENSG00000125247.11	2720.09	473.00	535.00	402.00	565.00
ENSG00000125249.6	5487.00	881.00	1009.00	859.00	1165.00
ENSG00000125257.9	5513.06	129.00	109.00	197.00	344.00
ENSG00000125266.6	4461.00	9.00	8.00	2.00	11.00
ENSG00000125304.8	3392.33	3564.00	3901.00	3853.00	5454.00
ENSG00000125319.10	1949.37	80.00	126.00	74.00	90.00
ENSG00000125347.9	1936.94	84.00	104.00	147.00	217.00
ENSG00000125351.6	2305.45	260.00	205.00	165.00	300.00
ENSG00000125352.4	1295.00	257.00	300.00	245.00	303.00
ENSG00000125354.18	2617.71	1316.00	1434.00	1167.00	1599.00
ENSG00000125355.11	2879.00	4.00	10.00	5.00	7.00
ENSG00000125356.6	766.00	899.00	1080.00	809.00	1276.00
ENSG00000125375.10	1749.34	87.00	109.00	109.00	175.00
ENSG00000125378.11	1710.56	2383.00	2575.00	1786.00	2326.00
ENSG00000125386.10	4467.76	897.00	917.00	807.00	1096.00
ENSG00000125388.15	1509.95	15.00	23.00	44.00	50.00
ENSG00000125398.5	3935.00	5398.00	5684.00	4915.00	6377.00
ENSG00000125409.8	916.02	19.00	15.00	35.00	43.00
ENSG00000125430.4	5148.33	899.88	1126.96	698.06	929.14
ENSG00000125434.6	1997.82	95.00	113.00	146.00	236.00
ENSG00000125445.6	1303.73	842.00	1022.00	952.00	1416.00
ENSG00000125447.12	3276.42	1937.00	2461.00	2441.00	2891.00
ENSG00000125449.2	1545.75	98.00	145.00	160.00	237.00
ENSG00000125450.6	1563.78	447.00	534.00	418.00	580.00
ENSG00000125454.7	1387.85	163.00	220.00	159.00	251.00
ENSG00000125457.9	1245.32	197.00	218.00	335.00	452.00
ENSG00000125458.2	749.52	224.00	268.00	207.00	260.00
ENSG00000125459.10	1167.77	205.73	288.09	270.28	393.86
ENSG00000125462.12	1074.69	0.00	2.00	0.00	0.00
ENSG00000125482.8	2521.89	152.00	173.00	148.00	244.00
ENSG00000125484.7	9043.00	574.00	620.00	507.00	729.00
ENSG00000125485.13	3073.41	263.00	322.00	259.00	356.00
ENSG00000125503.8	1811.63	577.00	891.00	572.00	832.00
ENSG00000125505.12	1566.44	879.00	1115.00	1193.00	1525.00
ENSG00000125508.3	1516.00	1.00	1.00	0.00	0.00
ENSG00000125510.11	3321.00	28.00	45.00	49.00	54.00
ENSG00000125520.9	1339.29	685.00	1112.00	910.00	1145.00
ENSG00000125531.5	1119.00	1.00	1.00	1.00	3.00
ENSG00000125534.5	832.15	80.00	140.00	185.00	205.00
ENSG00000125538.7	1539.09	1.00	2.00	1.00	4.00
ENSG00000125551.14	2077.00	1.38	6.95	7.38	11.03
ENSG00000125571.5	652.00	1.00	3.00	1.00	1.00
ENSG00000125611.11	696.21	123.00	194.12	195.51	252.22
ENSG00000125618.12	3104.66	130.00	188.00	113.00	199.00
ENSG00000125629.10	2459.78	4225.00	3929.00	2246.00	2931.00
ENSG00000125630.11	3566.69	805.00	882.00	633.00	884.00
ENSG00000125633.6	4726.97	2496.00	2635.00	2160.00	2902.00
ENSG00000125637.11	4207.76	782.00	1000.00	805.00	967.00
ENSG00000125648.10	3079.77	1460.00	1848.00	1901.00	2566.00
ENSG00000125650.4	3911.00	55.00	70.00	56.00	79.00
ENSG00000125651.9	1814.99	1042.00	1238.00	941.00	1374.00
ENSG00000125652.3	669.95	44.00	64.00	67.00	89.00
ENSG00000125656.4	806.94	316.00	409.00	436.00	579.00
ENSG00000125657.3	1657.00	24.00	24.00	36.00	39.00
ENSG00000125676.15	2564.40	3454.00	3348.00	2353.00	3256.00
ENSG00000125686.7	5030.63	2687.00	2879.00	2063.00	2955.00
ENSG00000125691.8	634.73	11465.00	14020.00	8415.00	12108.00
ENSG00000125703.10	1976.83	122.00	104.00	107.00	179.00
ENSG00000125726.6	913.00	1.00	3.00	0.00	1.00
ENSG00000125730.12	1918.48	201687.00	229190.00	207367.00	272948.00
ENSG00000125731.8	1803.49	21.00	22.00	27.00	38.00
ENSG00000125733.13	1663.02	1615.00	1839.00	1945.00	2597.00
ENSG00000125734.9	1338.62	697.00	986.00	960.00	1236.00
ENSG00000125735.6	2467.55	218.00	227.00	142.00	227.00
ENSG00000125740.9	3457.00	176.00	159.00	167.00	157.00
ENSG00000125741.4	5446.40	829.00	940.00	786.00	1148.00
ENSG00000125743.6	701.42	698.00	1116.00	624.00	904.00
ENSG00000125744.7	1041.84	203.00	278.00	409.00	494.00
ENSG00000125746.10	1553.62	251.00	373.00	479.00	746.00
ENSG00000125753.9	1783.31	1170.00	1478.00	1356.00	1733.00
ENSG00000125755.14	2703.05	1758.00	2116.00	1996.00	2665.00
ENSG00000125772.8	3550.46	214.00	236.00	324.00	386.00
ENSG00000125775.10	1492.09	15.00	25.00	13.00	23.00
ENSG00000125779.17	1784.06	698.00	860.00	568.00	877.00
ENSG00000125780.11	2642.00	0.00	1.00	0.00	2.00
ENSG00000125787.7	467.80	2.00	0.00	1.00	0.00
ENSG00000125798.10	2418.02	1133.00	1547.00	907.00	1276.00
ENSG00000125804.9	3096.29	30.00	33.00	18.00	38.00
ENSG00000125810.9	6708.00	9.00	5.00	10.00	9.00
ENSG00000125812.11	4191.23	351.00	414.00	275.00	431.00
ENSG00000125814.13	3313.00	684.00	696.00	824.00	1109.00
ENSG00000125817.7	2840.00	504.00	667.00	775.00	930.00
ENSG00000125818.13	1229.18	4015.00	4907.00	3783.00	5359.00
ENSG00000125821.7	1398.03	559.00	649.00	616.00	895.00
ENSG00000125826.15	1578.04	2983.00	4097.00	4372.00	5577.00
ENSG00000125827.4	6125.85	799.00	816.00	1208.00	1748.00
ENSG00000125834.8	6394.98	2581.00	3145.00	2520.00	3191.00
ENSG00000125835.13	1097.33	2086.56	3098.72	2286.39	3036.58
ENSG00000125841.8	2047.18	1230.00	1517.00	1597.00	2310.00
ENSG00000125843.6	1784.91	86.00	146.00	132.00	197.00
ENSG00000125844.11	4046.26	19535.00	23020.00	14959.00	22047.00
ENSG00000125845.6	3601.00	3.00	6.00	11.00	13.00
ENSG00000125846.11	2301.26	508.00	599.00	548.00	724.00
ENSG00000125848.9	3209.92	629.00	506.00	578.00	847.00
ENSG00000125850.6	990.00	2.00	1.00	1.00	1.00
ENSG00000125863.13	1978.12	922.00	879.00	862.00	1296.00
ENSG00000125864.7	2100.59	8.00	10.00	23.00	53.00
ENSG00000125868.11	1395.27	1219.00	1237.00	2186.00	3406.00
ENSG00000125870.6	1595.35	1449.00	1415.00	1147.00	1722.00
ENSG00000125871.9	1962.27	721.00	770.00	794.00	1152.00
ENSG00000125872.7	2692.00	5.00	11.00	13.00	24.00
ENSG00000125875.9	4121.12	2692.00	3055.00	3121.00	3997.00
ENSG00000125877.8	1092.82	453.00	526.00	478.00	752.00
ENSG00000125879.4	1031.67	0.00	0.00	0.00	0.00
ENSG00000125885.9	3560.14	600.00	615.00	440.00	657.00
ENSG00000125895.5	1552.73	205.00	239.00	263.00	366.00
ENSG00000125898.8	1603.46	20.00	23.00	23.00	31.00
ENSG00000125901.5	1127.00	243.00	411.00	283.00	406.00
ENSG00000125910.4	1014.47	1.00	1.00	0.00	3.00
ENSG00000125912.6	2714.75	497.00	795.00	469.00	784.00
ENSG00000125931.6	560.00	2.00	1.00	2.00	1.00
ENSG00000125944.14	2524.02	4258.00	3981.00	2787.00	4284.61
ENSG00000125945.10	4021.11	270.00	324.00	217.00	328.00
ENSG00000125952.14	1408.01	834.00	871.00	640.00	918.00
ENSG00000125954.8	566.30	7.83	25.32	38.49	20.68
ENSG00000125962.10	2676.88	260.69	210.90	208.59	277.79
ENSG00000125965.4	2477.50	0.00	1.00	0.00	0.00
ENSG00000125966.8	4412.00	34.00	54.00	94.00	197.00
ENSG00000125967.12	982.68	510.00	848.00	727.00	985.00
ENSG00000125968.7	1033.94	1182.00	1539.00	1166.00	1448.00
ENSG00000125970.7	1693.87	2203.00	2926.00	2003.00	2862.00
ENSG00000125971.12	678.37	2720.00	3056.00	3954.00	5112.00
ENSG00000125977.6	2656.00	6111.48	6152.75	4642.31	6497.19
ENSG00000125991.14	1120.12	3033.00	3825.00	3124.00	4091.00
ENSG00000125995.11	433.65	288.00	531.00	543.00	782.00
ENSG00000125998.7	3145.00	3.00	5.00	4.00	5.00
ENSG00000125999.6	1729.73	80.00	108.00	62.00	85.00
ENSG00000126001.11	4636.77	4611.00	4758.00	4284.00	5870.00
ENSG00000126003.6	5705.00	2836.00	3406.00	2359.00	3168.00
ENSG00000126005.11	1033.01	73.00	88.52	54.00	79.00
ENSG00000126010.5	1929.00	0.00	0.00	1.00	1.00
ENSG00000126012.7	4805.09	2136.00	2799.00	2513.00	3382.00
ENSG00000126016.9	4525.38	13.00	26.00	25.00	42.00
ENSG00000126062.3	2197.00	527.00	715.00	688.00	810.00
ENSG00000126067.7	2701.00	1386.00	1675.00	1368.00	1862.00
ENSG00000126070.14	4898.93	818.00	763.00	732.00	1013.00
ENSG00000126088.8	1126.82	540.00	686.00	799.00	1192.00
ENSG00000126091.15	1595.26	166.00	271.00	160.00	228.00
ENSG00000126106.9	1330.87	127.00	217.00	193.00	289.00
ENSG00000126107.10	2597.46	704.00	851.00	840.00	1272.00
ENSG00000126214.16	1602.47	1524.86	1606.72	1669.17	2344.97
ENSG00000126215.9	1247.18	77.00	92.00	45.00	82.00
ENSG00000126216.8	3471.34	354.85	398.13	271.87	405.90
ENSG00000126217.16	2989.62	1456.00	1949.00	1592.00	2200.00
ENSG00000126218.7	1434.42	2632.00	3452.00	2742.00	3807.00
ENSG00000126226.17	1706.34	1298.00	1529.00	1205.00	1619.00
ENSG00000126231.9	1375.48	266.00	359.00	227.00	307.00
ENSG00000126243.4	2319.25	104.00	143.00	155.00	219.00
ENSG00000126246.5	740.61	40.62	44.75	42.00	73.62
ENSG00000126247.6	1469.39	3178.00	4025.00	4948.00	6780.00
ENSG00000126249.3	1110.65	126.00	154.00	122.00	172.88
ENSG00000126254.7	1445.62	331.00	429.00	406.00	507.00
ENSG00000126259.15	2942.00	12.00	6.00	3.00	4.00
ENSG00000126261.8	2033.76	2749.00	2672.00	2135.00	2997.00
ENSG00000126262.4	2051.00	1.00	3.00	6.00	4.00
ENSG00000126264.5	495.45	1.00	4.00	18.00	34.00
ENSG00000126267.4	666.00	1131.00	1494.00	1568.00	2055.00
ENSG00000126351.8	4308.40	748.00	966.00	891.00	1241.00
ENSG00000126353.3	2173.00	7.00	12.00	33.00	36.00
ENSG00000126368.5	2772.00	667.00	786.00	1157.00	1307.00
ENSG00000126391.9	3551.27	162.00	243.00	242.00	389.00
ENSG00000126432.9	876.72	1503.00	2296.00	2318.00	3398.00
ENSG00000126453.5	860.99	86.00	136.00	111.00	143.00
ENSG00000126456.11	1039.42	553.00	746.00	785.00	1217.00
ENSG00000126457.16	1104.54	2133.28	2925.66	2317.73	3208.81
ENSG00000126458.3	1036.00	114.00	138.00	349.00	441.00
ENSG00000126460.6	819.31	11.00	5.00	18.00	16.00
ENSG00000126461.10	3956.08	551.00	778.00	735.00	977.00
ENSG00000126464.9	6955.00	398.00	682.00	596.00	759.00
ENSG00000126467.6	1497.91	3.00	5.00	5.00	5.00
ENSG00000126500.3	3949.00	4.60	2.37	11.00	14.00
ENSG00000126522.12	1457.71	777.87	950.17	1124.98	1757.80
ENSG00000126524.5	1626.90	1345.86	1311.00	1065.50	1599.65
ENSG00000126550.4	3723.00	1.00	0.00	0.00	1.00
ENSG00000126561.12	3173.14	111.35	135.32	152.08	220.29
ENSG00000126562.12	3364.33	1483.00	2131.00	1879.00	2548.00
ENSG00000126581.8	1516.72	1504.00	1736.00	1525.00	2301.00
ENSG00000126583.6	3015.07	2.00	3.00	12.00	10.00
ENSG00000126602.6	1865.83	3353.00	4052.00	2700.00	3685.00
ENSG00000126603.4	3705.00	61.00	86.00	151.00	168.00
ENSG00000126653.11	2036.81	376.00	350.00	250.00	473.00
ENSG00000126698.6	1474.29	1765.00	1723.00	1696.00	2265.00
ENSG00000126705.9	6235.12	249.00	357.00	491.00	732.00
ENSG00000126709.10	838.28	49.00	55.00	106.00	133.00
ENSG00000126733.16	2598.86	0.00	0.00	0.00	0.00
ENSG00000126746.13	2051.28	1060.00	1188.00	894.00	1202.00
ENSG00000126749.10	1061.95	313.00	366.00	364.83	455.00
ENSG00000126756.7	581.35	293.00	355.00	400.00	515.00
ENSG00000126759.8	1021.09	2.00	4.00	1.00	2.00
ENSG00000126767.13	2339.08	208.00	241.00	186.00	269.00
ENSG00000126768.8	971.05	359.00	521.00	603.00	713.00
ENSG00000126773.8	2624.20	983.00	961.00	838.00	1170.00
ENSG00000126775.8	4726.10	430.00	458.00	326.00	388.00
ENSG00000126777.13	4255.98	7329.00	6564.00	5380.00	7628.00
ENSG00000126778.7	1855.37	137.00	132.00	197.00	264.00
ENSG00000126785.8	2709.49	21.00	23.00	19.00	32.00
ENSG00000126787.8	2899.92	392.00	335.00	168.00	184.00
ENSG00000126790.7	897.73	189.00	183.00	147.00	231.00
ENSG00000126803.8	2464.00	2.00	6.00	8.00	9.00
ENSG00000126804.9	3080.00	672.00	663.00	528.00	773.00
ENSG00000126814.6	2192.20	219.00	217.00	235.00	330.00
ENSG00000126821.7	3312.00	472.00	415.00	526.00	756.00
