symbol	length	Control_D0	Control_D1	AKAP1_D0	AKAP1_D1
ENSG00000137970.7	747.00	240.87	385.78	255.60	251.89
ENSG00000137992.10	6237.80	781.00	826.00	1046.00	947.00
ENSG00000137996.8	1816.83	603.00	625.00	1486.00	1369.00
ENSG00000138002.10	2204.11	657.00	555.00	619.00	658.00
ENSG00000138018.13	7448.74	6428.00	6486.00	5431.00	5156.00
ENSG00000138028.10	1562.20	872.00	774.00	411.00	445.00
ENSG00000138029.9	2027.03	4270.00	4659.00	5838.00	5800.00
ENSG00000138030.8	1975.21	3765.00	3160.00	629.00	661.00
ENSG00000138031.10	1303.29	0.00	3.00	107.00	110.00
ENSG00000138032.16	2792.23	1351.00	1251.00	2024.00	2142.00
ENSG00000138035.10	2935.34	1123.00	1048.00	3257.00	2879.00
ENSG00000138036.14	1341.73	467.00	534.00	2316.00	2187.00
ENSG00000138041.11	4269.25	3796.00	3969.00	4085.00	3872.00
ENSG00000138050.10	1678.15	361.00	351.00	399.00	323.00
ENSG00000138061.7	5247.00	2.00	0.00	0.00	2.00
ENSG00000138069.12	1818.59	5444.00	5337.00	6848.00	6601.00
ENSG00000138071.9	3858.34	7785.00	8241.00	17109.99	15638.98
ENSG00000138073.9	1983.33	4519.00	3879.00	3336.00	3614.00
ENSG00000138074.10	2339.37	6201.00	5456.00	4232.00	4660.00
ENSG00000138075.7	2761.48	952.00	889.00	629.00	673.00
ENSG00000138078.11	4333.09	1463.00	1521.00	3184.00	3086.00
ENSG00000138079.9	2950.89	11.00	18.00	8.00	6.00
ENSG00000138080.9	3938.00	760.00	523.00	789.00	818.00
ENSG00000138081.15	3421.10	1956.00	1875.00	2816.00	2492.00
ENSG00000138085.12	979.15	2267.00	2242.00	5797.00	5724.00
ENSG00000138092.6	3725.30	631.00	672.00	674.00	723.00
ENSG00000138095.14	5952.35	13606.00	13992.00	12207.00	11826.00
ENSG00000138100.9	1967.00	5.00	5.00	3.00	4.00
ENSG00000138101.14	2017.51	255.00	223.00	424.00	464.00
ENSG00000138107.7	2727.50	1841.00	1807.00	4602.00	4899.00
ENSG00000138109.9	1373.00	1.00	0.00	1.00	0.00
ENSG00000138111.10	1940.56	139.00	110.00	92.00	111.00
ENSG00000138115.9	1711.45	0.00	0.00	1.00	0.00
ENSG00000138119.12	5914.33	2.00	2.00	444.00	518.00
ENSG00000138131.3	3653.00	970.00	774.00	389.00	447.00
ENSG00000138134.7	2305.40	20.00	14.00	193.00	165.00
ENSG00000138138.9	2351.47	1575.00	1571.00	1888.00	1848.00
ENSG00000138152.7	810.57	115.00	81.00	283.00	251.00
ENSG00000138160.4	4858.00	942.00	996.00	724.00	664.00
ENSG00000138161.8	2688.48	7.14	3.00	2.00	7.32
ENSG00000138162.13	3795.12	1072.00	1007.00	1442.00	1518.00
ENSG00000138166.5	2557.00	56.00	47.00	1801.00	1895.00
ENSG00000138172.6	1892.89	1.00	0.00	22.00	22.00
ENSG00000138175.8	3844.00	468.00	454.00	985.00	883.00
ENSG00000138180.11	2638.00	180.00	177.00	161.00	105.00
ENSG00000138182.10	5815.43	685.00	814.00	551.00	518.00
ENSG00000138185.12	5713.93	6.00	8.00	26.00	32.00
ENSG00000138190.12	3463.91	712.00	682.00	1274.00	1159.00
ENSG00000138193.10	9640.11	0.00	1.00	8.00	10.00
ENSG00000138207.8	928.85	19757.00	17524.00	3392.00	3343.00
ENSG00000138231.8	2500.51	231.00	268.00	627.00	668.00
ENSG00000138246.11	6436.78	1137.00	1047.00	2734.00	2648.00
ENSG00000138271.4	1608.00	0.00	0.00	1.00	0.00
ENSG00000138279.11	1896.59	1615.00	1677.00	3634.00	3949.00
ENSG00000138286.10	2093.75	305.00	311.00	464.00	485.00
ENSG00000138293.15	3303.51	25917.00	28139.00	11863.00	11557.00
ENSG00000138294.9	475.01	12.00	11.00	2.00	3.00
ENSG00000138297.9	1172.13	1209.42	1189.74	2523.49	2547.58
ENSG00000138303.13	1762.13	695.00	650.00	1330.00	1300.00
ENSG00000138308.5	1128.00	340.00	352.00	63.00	58.00
ENSG00000138315.8	2365.00	1.00	2.00	0.00	0.00
ENSG00000138316.6	5260.00	2.00	2.00	99.00	137.00
ENSG00000138326.14	501.19	29997.30	32361.78	23509.83	20554.70
ENSG00000138336.8	9288.00	1725.00	1615.00	673.00	631.00
ENSG00000138346.10	3614.11	252.00	255.00	222.00	235.00
ENSG00000138347.11	4596.00	0.00	0.00	0.00	2.00
ENSG00000138356.9	4944.12	2130.00	2188.00	1250.00	1267.00
ENSG00000138363.10	1559.70	4475.00	4353.00	8922.00	9033.00
ENSG00000138375.8	2680.19	799.00	761.00	914.00	1012.00
ENSG00000138376.6	5348.62	277.00	247.00	267.00	210.00
ENSG00000138378.13	2822.00	9.00	5.00	5.00	8.00
ENSG00000138379.4	2822.00	2.00	3.00	6.00	9.00
ENSG00000138380.13	2613.09	162.00	188.00	341.00	316.00
ENSG00000138381.5	2153.82	1490.00	1673.00	1812.00	1699.00
ENSG00000138382.9	841.93	852.00	753.00	1712.00	1768.00
ENSG00000138385.11	1632.50	3693.00	3885.00	9991.00	9137.00
ENSG00000138386.12	3104.56	1438.00	1444.00	1911.00	1866.00
ENSG00000138398.11	2643.59	3286.00	3514.00	4844.00	4383.00
ENSG00000138399.13	1979.85	476.00	473.00	1281.00	1208.00
ENSG00000138400.8	1661.48	3.00	8.00	182.00	170.00
ENSG00000138411.6	1114.05	3.00	3.00	32.00	26.00
ENSG00000138413.9	2338.53	18074.00	19975.00	8960.00	8929.00
ENSG00000138430.11	1442.06	5148.99	5361.99	6397.00	6234.00
ENSG00000138433.11	1839.05	880.00	1019.00	1134.00	1149.00
ENSG00000138434.12	3988.88	3534.00	3395.00	5689.00	5932.00
ENSG00000138435.10	1679.80	0.00	0.00	10.00	7.00
ENSG00000138439.10	5481.67	1501.00	1466.00	911.00	900.00
ENSG00000138442.5	1530.26	1922.00	1999.00	3198.00	3147.00
ENSG00000138443.11	2183.11	2229.00	2269.00	4151.00	3773.00
ENSG00000138448.7	6825.50	3168.00	3427.00	22315.00	20719.00
ENSG00000138449.6	3360.98	2618.00	2744.00	2445.00	2241.00
ENSG00000138459.4	2178.10	453.00	482.00	1335.00	1345.00
ENSG00000138463.8	2620.75	316.00	360.00	759.00	827.00
ENSG00000138468.11	3844.95	661.00	746.00	756.00	699.00
ENSG00000138495.2	654.89	420.00	391.00	839.00	795.99
ENSG00000138496.12	3421.64	238.00	193.00	488.00	468.00
ENSG00000138587.5	2023.00	24.00	30.00	47.00	42.00
ENSG00000138592.9	3790.08	1791.00	1949.00	1896.00	1910.00
ENSG00000138593.4	6541.27	1275.00	1282.00	1613.00	1501.00
ENSG00000138594.8	4523.30	1303.00	1280.00	2408.00	2399.00
ENSG00000138600.5	1474.70	1319.00	1320.00	2077.00	1982.00
ENSG00000138604.5	4246.45	1252.00	1214.00	993.00	1001.00
ENSG00000138606.15	1430.88	819.00	654.89	198.00	216.00
ENSG00000138613.9	2016.11	124.00	110.00	319.00	299.00
ENSG00000138614.10	2199.04	540.00	575.00	1385.00	1445.00
ENSG00000138615.4	4454.00	4.00	5.00	1.00	2.00
ENSG00000138617.10	2066.02	300.00	297.00	317.00	336.00
ENSG00000138621.7	983.74	165.00	116.00	192.00	236.00
ENSG00000138622.3	7228.00	0.00	0.00	0.00	0.00
ENSG00000138623.5	3164.53	367.00	371.00	1517.00	1714.00
ENSG00000138629.11	1277.83	859.00	727.00	1141.00	1177.00
ENSG00000138639.13	2751.89	1.00	0.00	6.00	5.00
ENSG00000138640.10	4140.98	2531.00	2235.00	958.00	917.00
ENSG00000138641.11	3347.05	383.00	354.00	434.00	469.00
ENSG00000138642.10	3604.52	12.00	15.00	146.00	119.00
ENSG00000138646.4	3177.77	6.00	6.00	74.00	82.00
ENSG00000138658.11	2517.42	233.00	209.00	112.00	121.00
ENSG00000138660.7	2800.72	1359.00	1459.00	1384.00	1405.00
ENSG00000138663.4	1702.97	975.00	964.00	1539.00	1533.00
ENSG00000138668.14	1178.64	4562.00	4202.00	5360.00	4936.00
ENSG00000138669.5	2300.02	1.00	0.00	4.00	5.00
ENSG00000138670.12	2050.03	1.00	0.00	3.00	5.00
ENSG00000138674.12	2489.51	9602.00	9519.96	2709.43	2698.00
ENSG00000138678.6	2281.38	83.00	48.00	96.00	94.00
ENSG00000138685.8	4780.39	0.00	0.00	5.00	11.00
ENSG00000138686.5	2070.16	286.00	269.00	884.00	781.00
ENSG00000138688.11	6416.74	2628.00	2600.00	3530.00	3327.00
ENSG00000138696.6	3158.98	0.00	0.00	0.00	2.00
ENSG00000138698.10	2553.44	613.15	650.00	1255.00	1278.12
ENSG00000138709.13	2760.91	896.00	999.00	1247.00	1250.00
ENSG00000138722.5	2805.00	1.00	3.00	1.00	5.00
ENSG00000138735.11	4702.92	11.00	8.00	204.00	192.00
ENSG00000138744.10	1251.41	269.00	296.00	600.00	647.00
ENSG00000138750.10	2179.10	697.00	734.00	1396.00	1284.00
ENSG00000138756.13	5271.08	375.00	361.00	431.00	402.00
ENSG00000138757.10	3123.30	4234.00	4496.00	11654.00	10695.00
ENSG00000138758.7	4941.00	1730.00	1725.00	2419.00	2424.00
ENSG00000138759.13	8274.60	3751.00	3357.00	8170.00	8274.00
ENSG00000138760.4	4231.10	3783.00	3822.00	9021.00	8538.00
ENSG00000138764.9	2284.35	1081.00	1129.00	1197.00	1047.00
ENSG00000138767.8	5289.12	1777.00	1724.97	1468.00	1340.00
ENSG00000138768.10	1856.86	3671.00	3774.00	3941.00	3696.00
ENSG00000138769.6	3383.00	0.00	0.00	0.00	1.00
ENSG00000138771.10	1964.20	1.00	1.00	4.00	0.00
ENSG00000138772.8	1504.20	25.00	25.00	161.00	187.00
ENSG00000138777.15	960.68	428.00	381.00	1240.00	1190.00
ENSG00000138778.7	7616.82	428.00	507.00	376.00	304.00
ENSG00000138780.10	3936.50	363.00	441.00	1015.00	892.00
ENSG00000138785.10	1593.69	258.00	294.00	474.00	500.00
ENSG00000138794.5	1200.88	230.00	207.00	300.00	277.00
ENSG00000138795.5	1570.88	2.00	0.00	18.00	21.00
ENSG00000138796.11	1865.64	1138.00	1181.00	864.00	880.00
ENSG00000138798.7	4880.00	0.00	0.00	0.00	1.00
ENSG00000138801.4	2607.91	2626.00	2599.00	3177.00	3175.00
ENSG00000138802.7	4769.78	1216.00	1193.00	1138.00	1123.00
ENSG00000138814.12	4348.23	670.00	686.00	931.00	983.00
ENSG00000138821.8	3144.00	27.00	17.00	48.00	41.00
ENSG00000138823.8	3714.86	11565.00	12770.00	2316.00	2205.00
ENSG00000138829.6	2803.20	1.00	0.00	5.00	3.00
ENSG00000138834.8	2794.01	1709.00	1082.00	952.00	1171.00
ENSG00000138835.18	2420.25	524.00	465.00	360.00	365.00
ENSG00000138867.12	1889.61	4964.00	4676.00	1361.00	1558.00
ENSG00000138942.11	3024.50	978.00	942.00	1128.00	1056.00
ENSG00000139044.6	4822.53	87.00	113.00	144.00	135.00
ENSG00000139055.2	2096.00	34.00	36.00	48.00	42.00
ENSG00000139083.6	5989.00	213.00	175.00	369.00	400.00
ENSG00000139112.6	1915.80	826.00	770.00	1282.00	1323.00
ENSG00000139116.13	3841.17	1120.00	1228.00	1587.00	1506.00
ENSG00000139117.9	3000.88	60.00	51.00	179.00	181.00
ENSG00000139131.8	1561.43	350.00	334.00	905.00	1024.00
ENSG00000139132.10	5398.22	679.00	711.00	348.00	352.00
ENSG00000139133.2	1738.50	120.01	153.00	376.77	334.26
ENSG00000139146.9	2613.01	3009.91	3050.00	5296.80	5066.95
ENSG00000139154.10	2290.27	816.00	798.00	867.00	801.00
ENSG00000139160.9	2458.14	18.00	28.00	55.00	57.00
ENSG00000139163.11	3583.75	2780.00	2757.00	3141.00	2997.00
ENSG00000139168.3	1304.13	670.00	606.00	1642.00	1501.00
ENSG00000139173.5	2477.12	179.00	182.00	238.00	233.00
ENSG00000139174.6	1663.31	0.00	0.00	2.00	4.00
ENSG00000139178.6	2391.01	2118.82	2010.62	2155.29	2197.00
ENSG00000139180.6	1506.52	1299.00	1300.00	2485.00	2707.00
ENSG00000139182.9	3967.48	4074.00	3121.00	3533.00	3802.00
ENSG00000139187.5	802.26	13.00	10.00	27.00	42.00
ENSG00000139190.12	1929.63	72.00	70.00	132.00	134.00
ENSG00000139192.7	1310.14	116.00	97.00	224.00	222.00
ENSG00000139193.3	1191.50	10.00	7.00	0.00	0.00
ENSG00000139194.3	894.09	230.00	199.00	26.00	17.00
ENSG00000139197.6	2794.03	1113.00	1114.00	1743.00	1911.00
ENSG00000139200.9	2695.00	2.00	0.00	7.00	10.00
ENSG00000139209.11	3625.64	519.00	498.00	980.00	888.00
ENSG00000139211.5	2750.76	0.00	2.00	68.00	72.00
ENSG00000139218.13	3353.02	1788.00	1898.00	3374.00	3144.00
ENSG00000139219.13	4460.39	3049.00	2439.00	853.00	965.00
ENSG00000139233.2	1239.00	367.55	467.70	951.00	885.18
ENSG00000139239.6	670.00	274.94	249.41	160.19	140.83
ENSG00000139263.7	3733.81	431.00	423.00	332.00	312.00
ENSG00000139266.5	2020.90	247.00	258.00	333.00	354.00
ENSG00000139269.2	2426.95	755.00	726.00	144.00	255.00
ENSG00000139278.5	1907.59	41.00	28.00	580.00	613.00
ENSG00000139289.9	5765.93	2502.00	2251.00	7595.00	7327.00
ENSG00000139291.9	2181.58	702.00	731.00	812.00	838.00
ENSG00000139292.8	4215.12	2040.00	2008.00	3253.00	3231.00
ENSG00000139318.7	2312.94	4543.00	4444.00	3305.00	3412.00
ENSG00000139323.9	2348.48	348.36	354.98	453.45	387.41
ENSG00000139324.7	6461.38	694.00	742.00	1862.00	1644.00
ENSG00000139329.4	1597.67	0.00	0.00	0.00	0.00
ENSG00000139343.6	1364.61	1034.00	1080.00	1507.00	1334.00
ENSG00000139344.3	1869.77	818.00	859.00	522.00	552.00
ENSG00000139350.7	2948.10	584.00	574.00	1089.00	987.00
ENSG00000139351.10	3690.00	0.00	0.00	1.00	1.00
ENSG00000139354.6	3050.90	283.00	315.00	191.00	165.00
ENSG00000139364.6	7016.64	2.00	1.00	35.00	42.00
ENSG00000139370.6	2601.17	601.00	570.00	755.00	775.00
ENSG00000139372.10	2998.93	437.00	466.00	1150.07	1220.00
ENSG00000139405.11	2052.76	393.00	316.00	342.00	438.00
ENSG00000139410.10	1387.50	41.00	28.00	232.00	213.00
ENSG00000139428.7	1169.07	1179.00	1168.00	443.00	411.00
ENSG00000139433.5	2328.20	522.00	515.00	448.00	470.00
ENSG00000139436.16	3144.28	817.00	786.00	1036.00	1103.00
ENSG00000139437.13	2554.62	222.00	190.00	467.00	533.00
ENSG00000139438.5	2905.62	107.00	100.00	60.00	73.00
ENSG00000139445.13	1593.00	1.00	0.00	0.00	1.00
ENSG00000139496.11	4496.85	1904.00	1931.00	2226.00	1918.00
ENSG00000139505.10	5488.15	444.00	489.00	1426.00	1384.00
ENSG00000139514.8	7256.91	3301.00	2947.00	2860.00	3204.00
ENSG00000139515.5	2501.00	1.00	4.00	3.00	8.00
ENSG00000139517.6	4625.00	728.00	675.00	982.00	935.00
ENSG00000139531.8	2120.88	491.00	438.00	743.00	752.00
ENSG00000139537.6	1593.97	1.00	3.00	8.00	11.00
ENSG00000139540.7	1558.75	2628.00	1970.00	163.00	174.00
ENSG00000139546.6	1335.47	448.00	363.00	1262.00	1464.00
ENSG00000139547.6	2507.87	6.00	17.00	7.00	14.00
ENSG00000139574.7	772.00	3.22	5.77	0.00	0.43
ENSG00000139579.8	1315.69	379.00	398.00	493.00	521.00
ENSG00000139597.12	1737.88	807.00	721.51	381.00	368.00
ENSG00000139613.7	3295.97	968.00	931.00	1200.00	1207.00
ENSG00000139618.10	4705.20	240.00	249.00	452.00	429.00
ENSG00000139620.8	1776.15	457.00	412.00	625.00	674.00
ENSG00000139624.8	1952.83	620.00	584.00	1101.00	1103.00
ENSG00000139625.8	1880.86	16.00	16.00	169.00	198.00
ENSG00000139626.11	1199.18	4.00	7.00	14.00	19.00
ENSG00000139629.11	2851.89	57.00	35.00	189.00	183.00
ENSG00000139631.14	1256.51	189.00	174.00	256.00	280.00
ENSG00000139636.11	1615.62	849.00	760.00	846.00	949.00
ENSG00000139637.9	1146.17	390.00	310.00	915.00	936.00
ENSG00000139641.8	3481.70	2355.00	2033.00	4080.00	4752.00
ENSG00000139644.8	1800.56	14254.00	14211.00	18136.00	19048.00
ENSG00000139645.9	8607.54	1428.00	1190.00	3306.00	3639.00
ENSG00000139651.9	3577.73	1160.00	1120.00	1473.00	1369.00
ENSG00000139668.7	3169.21	651.00	630.00	1116.00	1208.00
ENSG00000139675.10	2259.42	158.93	162.07	288.99	315.95
ENSG00000139679.11	2175.04	2028.00	2123.00	3127.00	2874.00
ENSG00000139684.9	1198.04	2952.00	2916.00	3341.00	3126.00
ENSG00000139687.9	4710.98	1491.00	1570.00	2200.00	2126.00
ENSG00000139697.7	6199.16	1702.78	1547.44	3108.24	2873.58
ENSG00000139714.8	1239.59	33.00	21.00	54.00	64.00
ENSG00000139718.6	7678.80	463.00	313.00	522.00	562.00
ENSG00000139719.5	2864.13	1007.00	938.00	1716.10	1874.00
ENSG00000139722.2	2982.97	276.00	200.00	459.00	562.00
ENSG00000139725.3	2175.52	1087.18	842.77	697.65	728.59
ENSG00000139726.6	2722.50	1981.00	2063.00	3223.00	3187.00
ENSG00000139734.13	4480.57	268.00	268.00	247.00	241.00
ENSG00000139737.17	1781.08	48.00	60.00	108.00	96.00
ENSG00000139746.11	3651.72	1263.00	1220.00	2087.00	2035.00
ENSG00000139793.14	3513.21	2330.00	2160.00	2321.00	2252.00
ENSG00000139800.8	4639.00	0.00	0.00	31.00	14.00
ENSG00000139826.5	5338.00	478.00	493.00	1033.00	1040.00
ENSG00000139832.3	1514.00	572.00	417.00	372.00	357.00
ENSG00000139835.9	1300.79	779.00	547.00	329.00	315.00
ENSG00000139842.10	2760.28	2598.00	2421.00	1777.00	1753.00
ENSG00000139865.12	1527.29	204.00	213.00	103.00	82.00
ENSG00000139874.5	4295.00	14.00	6.00	399.00	365.00
ENSG00000139880.15	3142.68	31.00	24.00	88.00	139.00
ENSG00000139890.5	1923.00	6.00	1.00	22.00	26.00
ENSG00000139899.6	1744.39	65.00	45.00	40.00	61.00
ENSG00000139908.10	900.84	2.00	3.00	6.00	8.00
ENSG00000139910.15	2092.46	2.00	4.00	121.00	110.00
ENSG00000139914.6	951.46	76.00	71.10	3.00	6.67
ENSG00000139921.8	2480.34	1579.00	1714.00	3810.00	3442.00
ENSG00000139926.11	4074.36	107.00	115.00	513.00	519.00
ENSG00000139946.5	5909.00	0.00	3.00	26.00	41.00
ENSG00000139970.12	2578.48	1.00	0.00	11.00	19.00
ENSG00000139971.11	2967.45	3.00	7.00	113.05	142.00
ENSG00000139974.11	1367.15	128.00	166.00	385.00	341.00
ENSG00000139977.9	4368.38	917.00	826.00	1283.00	1305.00
ENSG00000139985.5	2469.76	2.00	1.00	142.69	120.95
ENSG00000139988.5	1723.00	100.00	81.00	63.00	69.00
ENSG00000139990.13	4005.87	1380.00	1327.00	1574.00	1401.00
ENSG00000139998.10	3218.77	169.00	165.00	298.00	331.00
ENSG00000140006.7	2492.99	446.00	421.00	602.00	595.00
ENSG00000140009.14	2163.47	0.00	0.00	1.00	0.00
ENSG00000140022.5	1872.43	47.00	38.00	56.00	56.00
ENSG00000140025.11	806.25	182.00	190.00	186.00	164.00
ENSG00000140043.7	2223.29	199.37	262.00	430.94	358.04
ENSG00000140044.8	1158.43	150.00	152.00	144.00	182.00
ENSG00000140057.4	1944.61	73.00	78.00	62.00	65.00
ENSG00000140067.6	1086.10	21.00	12.00	3.00	8.00
ENSG00000140090.13	4187.00	0.00	0.00	3.00	2.00
ENSG00000140092.10	1233.19	312.00	335.00	7.00	5.00
ENSG00000140093.5	2137.78	1010.00	969.00	697.00	653.00
ENSG00000140104.9	1911.72	21.00	29.00	277.00	296.00
ENSG00000140105.13	1554.41	713.00	646.00	2453.00	2711.00
ENSG00000140107.10	1738.00	361.00	255.00	18.00	10.00
ENSG00000140153.13	2171.61	299.00	305.00	445.00	421.00
ENSG00000140157.10	2527.45	1099.00	1064.00	1541.00	1606.00
ENSG00000140181.10	4693.86	1382.44	1199.43	1701.23	1873.27
ENSG00000140199.7	3772.63	1163.00	1323.00	667.00	730.00
ENSG00000140254.8	2684.00	0.00	0.00	2.00	1.00
ENSG00000140259.6	2155.00	958.00	980.00	2080.00	1990.00
ENSG00000140262.13	4132.41	1696.00	1687.00	2371.00	2533.00
ENSG00000140263.9	2772.45	4699.34	4616.49	1979.46	2087.46
ENSG00000140264.15	808.78	7064.06	6128.35	7980.68	7848.62
ENSG00000140265.8	3588.71	797.00	714.00	1240.00	1296.00
ENSG00000140274.9	1753.88	2.00	2.00	13.00	21.00
ENSG00000140279.8	6516.98	7.00	5.00	43.00	42.00
ENSG00000140280.9	1223.79	0.00	1.00	31.00	41.00
ENSG00000140284.6	2365.05	1337.00	1344.00	603.00	562.00
ENSG00000140285.5	5467.00	0.00	0.00	2.00	1.00
ENSG00000140297.8	2629.83	84.00	98.00	1182.00	1135.00
ENSG00000140299.7	2242.19	1447.00	1504.00	1975.00	1920.00
ENSG00000140307.6	726.63	459.00	462.00	1024.00	1057.00
ENSG00000140319.6	1039.90	2288.00	2178.00	2621.00	2454.00
ENSG00000140320.7	4333.78	519.00	414.00	947.00	1079.00
ENSG00000140323.4	2284.07	14.00	10.00	92.00	85.00
ENSG00000140326.8	3679.05	399.00	307.00	412.00	449.00
ENSG00000140332.11	3002.81	677.00	542.00	502.00	558.00
ENSG00000140350.11	1164.04	3010.00	2832.00	4948.00	4616.00
ENSG00000140365.11	933.43	427.00	382.00	831.00	842.00
ENSG00000140367.7	2789.91	590.00	590.00	1711.00	1558.00
ENSG00000140368.8	773.38	113.00	100.00	49.00	54.00
ENSG00000140374.11	1178.50	3828.00	4003.00	4595.00	4596.00
ENSG00000140379.7	904.53	1.00	0.00	35.00	57.00
ENSG00000140382.10	3572.94	1251.00	1197.00	1769.00	1798.00
ENSG00000140386.8	3298.48	548.00	498.00	532.00	512.00
ENSG00000140391.10	1586.87	4466.00	4898.00	8687.00	8414.00
ENSG00000140395.4	1252.41	938.00	970.00	1798.00	1897.00
ENSG00000140396.8	7045.52	1397.00	1411.00	1007.00	944.00
ENSG00000140398.9	1673.01	272.00	197.00	213.00	277.00
ENSG00000140400.10	1537.21	1303.00	930.00	1388.00	1645.00
ENSG00000140406.2	3048.00	136.00	98.00	254.00	296.00
ENSG00000140416.15	1511.01	1319.00	1320.00	2482.00	2433.00
ENSG00000140443.9	6991.18	4392.00	3707.00	3280.00	3361.00
ENSG00000140450.7	4072.00	373.00	387.00	1578.00	1403.00
ENSG00000140451.8	1738.09	123.00	108.00	50.00	72.00
ENSG00000140455.12	2436.60	1127.00	1158.00	1036.00	1035.00
ENSG00000140459.13	1635.88	31.00	19.00	75.00	94.00
ENSG00000140463.9	1774.19	360.00	353.00	629.00	623.00
ENSG00000140464.15	2498.09	326.00	218.00	371.00	400.00
ENSG00000140465.9	1934.81	305.00	259.00	29.00	22.00
ENSG00000140470.9	4364.50	3.00	2.00	19.00	29.00
ENSG00000140471.12	2039.93	128.00	140.00	228.00	228.00
ENSG00000140474.8	2236.10	412.00	273.00	960.00	1086.00
ENSG00000140479.12	3322.63	4473.00	3986.00	5738.00	5665.00
ENSG00000140488.10	2776.33	30.85	30.84	21.02	23.93
ENSG00000140497.12	2165.78	2147.00	1726.00	2348.00	2448.00
ENSG00000140505.6	2728.00	4.00	7.00	0.00	2.00
ENSG00000140511.7	1547.00	0.00	1.00	1.00	1.00
ENSG00000140519.8	1688.09	0.00	0.00	3.00	6.00
ENSG00000140521.7	3053.77	1100.00	883.00	899.00	1023.00
ENSG00000140522.7	1810.00	0.00	0.00	10.00	15.00
ENSG00000140525.13	3345.46	971.00	961.00	670.00	693.00
ENSG00000140526.12	4169.43	1499.00	1349.00	759.00	794.00
ENSG00000140527.10	2074.10	2.00	1.00	12.00	15.00
ENSG00000140534.9	5126.79	473.00	444.00	237.00	219.00
ENSG00000140543.9	2253.72	130.00	139.00	203.00	225.00
ENSG00000140545.10	1659.70	407.00	322.00	1223.00	1331.00
ENSG00000140548.5	1920.97	519.00	385.00	349.00	422.00
ENSG00000140553.12	2741.62	1347.00	1037.00	2328.00	2712.00
ENSG00000140563.10	2971.30	135.00	137.00	89.00	118.00
ENSG00000140564.6	4051.83	666.00	579.00	1661.00	1881.00
ENSG00000140575.8	5107.87	1545.00	1483.00	5509.00	5814.00
ENSG00000140577.11	3946.58	815.00	778.00	318.00	284.00
ENSG00000140598.9	3580.89	480.00	497.00	1201.00	1224.00
ENSG00000140612.9	1057.96	3098.00	3107.00	3380.00	3286.00
ENSG00000140623.9	857.38	1.00	2.00	0.00	0.00
ENSG00000140632.12	3034.88	1431.85	1185.52	2124.19	2162.49
ENSG00000140650.7	2058.07	1531.24	1328.58	2123.04	2091.10
ENSG00000140675.8	1868.40	10.00	7.00	12.00	15.00
ENSG00000140678.12	2622.95	9.00	8.00	44.00	46.00
ENSG00000140682.14	1302.92	28.00	23.00	219.00	216.00
ENSG00000140688.12	2641.20	2846.00	2316.00	3038.00	3351.00
ENSG00000140691.12	2781.36	379.00	238.00	412.00	428.00
ENSG00000140694.12	2952.96	1223.00	1086.00	2793.00	2852.00
ENSG00000140718.14	2411.99	1132.99	1126.10	2615.37	2493.20
ENSG00000140740.6	1731.67	10528.00	11104.00	7454.00	7396.00
ENSG00000140743.3	2407.75	2184.00	2074.04	2198.00	2236.34
ENSG00000140750.12	2256.38	1651.00	1364.00	1487.00	1525.00
ENSG00000140795.8	2346.60	4.00	2.00	13.00	5.00
ENSG00000140807.4	4592.00	3988.00	3163.00	2518.00	2683.00
ENSG00000140829.7	3510.83	2369.00	2060.00	2640.00	2982.00
ENSG00000140830.4	2556.00	368.00	380.00	360.00	344.00
ENSG00000140832.5	2557.19	304.00	303.00	172.00	195.00
ENSG00000140836.10	14835.54	2581.00	2230.00	2189.00	2035.00
ENSG00000140839.7	1219.88	10.56	10.21	18.51	28.11
ENSG00000140848.12	2133.12	363.00	283.00	388.00	474.00
ENSG00000140853.11	3843.50	225.00	114.00	74.00	95.00
ENSG00000140854.8	2160.53	779.00	502.00	1450.00	1623.00
ENSG00000140859.11	2430.30	1103.00	748.00	1736.00	1924.00
ENSG00000140873.11	1285.78	0.00	0.00	0.00	0.00
ENSG00000140876.7	923.35	256.00	224.00	557.00	546.00
ENSG00000140905.5	1313.85	1597.15	1537.89	1316.50	1168.27
ENSG00000140931.15	1733.83	725.00	585.00	3932.00	4065.00
ENSG00000140939.10	989.33	289.00	270.00	309.00	315.00
ENSG00000140941.8	2666.63	2486.23	2403.16	4108.61	4358.71
ENSG00000140943.12	4137.34	4291.00	4052.00	6947.00	7249.00
ENSG00000140948.7	6646.29	2287.00	2058.00	1108.00	1083.00
ENSG00000140950.11	2549.10	516.00	530.00	1003.00	975.00
ENSG00000140961.8	1730.79	531.00	345.00	267.00	335.00
ENSG00000140983.9	1789.35	970.00	640.00	1463.00	1689.00
ENSG00000140986.7	2182.00	3.00	10.00	15.00	8.00
ENSG00000140987.15	2375.37	220.00	212.00	498.00	504.00
ENSG00000140988.11	827.09	35448.14	26524.13	21057.46	24811.42
ENSG00000140990.10	704.45	885.00	838.00	1189.00	1240.00
ENSG00000140992.14	4917.17	5405.78	5125.35	2444.21	2522.42
ENSG00000140995.12	1242.56	1108.00	875.00	2640.00	3172.00
ENSG00000141002.14	1628.18	1968.00	1626.00	2688.00	2813.00
ENSG00000141012.8	2194.40	262.00	196.00	784.00	892.00
