symbol	length	Control_D0	Control_D1	ABCF1_D0	ABCF1_D1
ENSG00000113318.9	4092.00	238.00	385.00	401.00	1080.00
ENSG00000113319.7	5173.93	912.00	1355.00	1092.00	3086.00
ENSG00000113328.14	2233.52	2912.00	4455.00	3533.00	9651.00
ENSG00000113356.6	1900.10	82.00	116.00	75.00	199.00
ENSG00000113360.12	2337.26	1287.00	1834.00	2111.00	5800.00
ENSG00000113361.8	3792.41	0.00	0.00	3.00	18.00
ENSG00000113368.7	2348.51	1412.00	2043.00	2263.00	6298.00
ENSG00000113369.4	3877.93	203.00	364.00	530.00	1469.00
ENSG00000113384.9	2712.04	1525.00	2302.00	1967.00	5850.00
ENSG00000113387.7	1031.72	2825.00	3468.00	3525.00	9247.00
ENSG00000113389.11	1599.89	0.00	1.00	2.00	2.00
ENSG00000113391.12	3514.71	205.00	341.00	383.00	1106.00
ENSG00000113407.9	1756.19	1878.00	2532.00	1745.00	5070.00
ENSG00000113441.11	10016.97	559.91	836.19	758.03	2167.06
ENSG00000113448.12	6245.03	606.00	867.00	445.00	1313.00
ENSG00000113456.14	2273.67	222.00	349.00	365.00	1034.00
ENSG00000113460.8	1676.20	467.00	717.00	634.00	1946.00
ENSG00000113492.9	2130.18	0.00	3.00	15.00	48.00
ENSG00000113494.12	7702.31	497.00	731.00	1101.00	3095.00
ENSG00000113504.15	4312.82	631.00	1156.00	1262.00	3745.00
ENSG00000113522.9	5178.07	1171.00	1806.00	2034.00	6115.00
ENSG00000113552.11	1744.46	364.00	445.00	513.00	1633.00
ENSG00000113558.14	719.17	1454.00	2379.76	2827.00	7946.87
ENSG00000113569.11	5204.72	741.00	1100.00	930.00	2899.00
ENSG00000113575.5	2050.01	1065.87	1721.08	2049.67	5693.19
ENSG00000113578.13	1151.17	0.00	1.00	0.00	0.00
ENSG00000113580.10	5912.02	443.00	705.00	1422.00	3570.00
ENSG00000113583.6	2249.80	1569.00	2413.00	2140.00	6014.00
ENSG00000113593.7	1807.48	448.00	637.00	740.00	1853.00
ENSG00000113594.5	9379.98	439.00	690.00	712.00	2070.00
ENSG00000113595.10	3172.46	133.00	181.00	158.00	473.00
ENSG00000113597.13	1942.82	102.79	187.39	238.87	554.91
ENSG00000113615.8	5110.20	1943.00	3015.00	2507.00	6878.00
ENSG00000113621.10	1435.10	390.00	685.00	504.00	1387.00
ENSG00000113638.8	1516.77	163.00	298.00	244.00	792.00
ENSG00000113643.4	2035.47	906.00	1434.00	1372.00	4097.00
ENSG00000113645.9	2973.98	281.00	412.00	456.00	1229.00
ENSG00000113648.12	1815.71	1873.00	3088.00	3443.00	9672.00
ENSG00000113649.7	2804.50	1805.00	2786.00	2372.00	6361.00
ENSG00000113657.8	4426.00	1.00	3.00	15.00	39.00
ENSG00000113658.12	5021.50	928.00	1616.00	1781.00	5262.00
ENSG00000113712.12	2663.52	1501.20	2111.39	2068.29	5706.72
ENSG00000113716.8	3931.39	551.00	992.00	907.00	2650.00
ENSG00000113719.11	2806.70	3209.00	6127.00	4335.00	13510.00
ENSG00000113721.9	2334.65	301.00	499.00	46.00	171.00
ENSG00000113732.4	984.48	582.00	1104.00	1847.00	4897.00
ENSG00000113734.13	1187.71	76.00	107.00	131.00	321.00
ENSG00000113739.6	3278.11	1702.00	2642.00	866.00	2709.00
ENSG00000113742.8	5646.31	720.00	1175.00	615.00	1883.00
ENSG00000113758.9	1613.17	1017.00	1636.00	1633.00	5075.00
ENSG00000113761.7	1965.40	192.00	314.00	439.00	1202.00
ENSG00000113763.6	2442.92	4.00	1.00	5.00	3.00
ENSG00000113790.6	3778.35	811.00	1180.00	2051.00	5720.00
ENSG00000113810.11	2914.83	2073.00	2839.00	2916.00	7686.00
ENSG00000113811.6	874.00	103.00	199.00	150.00	483.00
ENSG00000113812.9	2285.95	253.00	409.00	448.00	1324.00
ENSG00000113838.8	2400.77	154.00	224.00	219.22	618.37
ENSG00000113845.5	1078.30	409.00	600.00	633.00	1810.00
ENSG00000113851.9	1817.33	330.00	442.00	643.00	1755.00
ENSG00000113889.7	2399.79	142.00	265.00	3408.00	9074.00
ENSG00000113905.4	2038.82	10.00	14.00	311.00	753.00
ENSG00000113916.13	2991.68	2280.00	3868.00	3637.00	10514.00
ENSG00000113924.7	1254.02	1370.00	2435.00	2467.00	7473.00
ENSG00000113946.3	2180.71	2.00	7.00	9.00	25.00
ENSG00000113966.5	1005.34	25.00	36.00	23.00	71.00
ENSG00000113971.14	4119.69	286.00	512.68	565.35	1659.21
ENSG00000114019.10	4264.70	277.00	445.00	575.00	1726.00
ENSG00000114021.7	1445.39	203.00	325.00	414.00	1269.00
ENSG00000114023.11	940.62	1175.00	2384.00	1642.00	5161.00
ENSG00000114026.17	1360.67	330.00	654.00	835.00	2305.00
ENSG00000114030.8	3335.74	567.00	982.00	1201.00	3359.00
ENSG00000114054.9	1948.06	638.00	1113.00	1161.00	3438.00
ENSG00000114062.13	4584.60	1125.00	1701.00	1733.00	4653.00
ENSG00000114098.13	2692.87	393.00	648.00	711.00	1896.00
ENSG00000114107.4	1799.99	205.00	294.00	337.00	971.00
ENSG00000114113.2	694.00	1.00	2.00	5.00	37.00
ENSG00000114115.5	982.88	172.00	305.00	180.00	584.00
ENSG00000114120.7	2852.84	1505.00	2609.00	1974.00	5427.00
ENSG00000114124.2	3239.00	0.00	0.00	0.00	0.00
ENSG00000114125.9	1195.97	307.00	526.00	496.00	1560.00
ENSG00000114126.13	2545.21	520.67	820.07	1196.09	3115.41
ENSG00000114127.6	5540.80	589.00	969.00	978.00	2594.00
ENSG00000114166.7	4430.22	40.00	91.00	120.00	388.00
ENSG00000114200.5	1023.39	0.00	0.00	5.00	12.00
ENSG00000114209.10	986.62	472.00	687.00	538.00	1482.00
ENSG00000114248.5	1721.40	0.00	0.00	0.00	8.00
ENSG00000114268.7	2652.32	1417.00	3140.12	1072.00	3547.63
ENSG00000114270.11	4666.24	432.00	988.00	595.00	2005.00
ENSG00000114279.9	1561.30	0.00	1.00	0.00	0.00
ENSG00000114302.11	4264.73	827.00	1260.00	1702.00	4715.00
ENSG00000114315.3	1555.63	180.00	395.00	281.00	857.00
ENSG00000114316.8	2043.36	344.00	586.00	515.00	1531.00
ENSG00000114331.8	6746.50	457.00	629.00	605.00	1745.00
ENSG00000114346.9	3297.43	1059.00	1539.00	1016.00	2791.00
ENSG00000114349.5	2417.00	0.00	1.00	1.00	6.00
ENSG00000114353.12	2061.38	1094.00	1758.00	1748.00	5254.00
ENSG00000114354.8	1747.22	1642.00	2726.00	2640.00	7004.00
ENSG00000114374.8	3896.17	739.00	1208.00	1235.00	3494.00
ENSG00000114378.12	2084.93	1458.00	2567.00	2443.00	7276.00
ENSG00000114383.5	1646.01	300.00	510.00	756.00	2201.00
ENSG00000114388.8	1465.87	183.00	340.00	389.00	1258.00
ENSG00000114391.8	558.66	3019.54	5396.98	4734.06	14317.35
ENSG00000114395.6	1168.61	29.00	59.94	66.00	214.11
ENSG00000114416.13	2044.53	2388.00	3569.00	3332.00	9311.00
ENSG00000114423.14	3739.69	401.00	706.00	538.00	1523.00
ENSG00000114439.14	4870.97	1140.00	1860.00	1208.00	3765.00
ENSG00000114446.4	1431.50	91.00	139.00	163.00	472.00
ENSG00000114450.5	1385.02	1.00	5.00	0.00	3.00
ENSG00000114473.9	1443.81	32.00	71.00	58.00	180.00
ENSG00000114480.8	2839.96	973.00	1867.00	655.00	2322.00
ENSG00000114491.9	2402.54	395.00	730.00	831.00	2311.00
ENSG00000114503.6	1732.67	1426.00	2285.00	1533.00	4452.00
ENSG00000114520.6	1916.81	501.00	763.00	946.00	2394.00
ENSG00000114529.8	2470.90	12.00	25.00	24.00	70.00
ENSG00000114541.10	3988.29	59.00	47.00	59.00	180.00
ENSG00000114544.11	2057.70	420.00	747.00	802.00	2659.00
ENSG00000114554.7	8465.77	836.00	1472.00	1781.00	5351.00
ENSG00000114573.5	3243.96	851.00	1242.00	1553.00	4444.00
ENSG00000114626.13	2201.20	76.00	164.00	121.00	397.00
ENSG00000114631.10	2186.00	555.00	1050.00	950.00	3071.00
ENSG00000114646.5	2662.80	4.00	7.00	3.00	24.00
ENSG00000114648.7	3336.09	226.00	314.00	312.00	957.00
ENSG00000114650.14	2811.87	1125.00	2218.00	2752.00	8351.00
ENSG00000114654.6	1963.00	0.00	2.00	0.00	1.00
ENSG00000114656.6	1869.84	9.00	10.00	3.00	19.00
ENSG00000114670.9	1990.93	35.00	29.00	59.00	167.00
ENSG00000114686.4	1280.85	1151.00	1819.00	1788.00	5263.00
ENSG00000114698.10	1794.47	250.00	518.00	74.00	237.00
ENSG00000114735.5	4908.69	227.00	439.00	558.00	1647.00
ENSG00000114737.11	2228.70	45.00	64.00	97.00	248.00
ENSG00000114738.6	2073.17	488.00	830.00	1072.00	3094.00
ENSG00000114739.9	11646.61	913.00	1560.00	976.00	3094.00
ENSG00000114742.9	2912.18	750.00	1303.00	1358.00	4005.00
ENSG00000114744.4	1281.36	340.00	513.00	660.00	1922.00
ENSG00000114745.9	2100.67	368.00	615.00	767.00	2130.00
ENSG00000114767.6	1578.00	207.00	308.00	367.00	1178.00
ENSG00000114770.12	4895.02	440.00	671.00	942.00	2766.00
ENSG00000114771.9	1642.00	4.00	4.00	42.00	98.00
ENSG00000114779.15	1660.65	763.00	1439.00	782.00	2314.00
ENSG00000114784.3	1004.04	615.00	964.00	1040.00	3062.00
ENSG00000114786.11	1055.61	2.10	12.35	10.74	35.39
ENSG00000114790.8	3498.95	168.00	233.00	244.00	779.00
ENSG00000114796.11	5216.47	322.00	515.00	609.00	1644.00
ENSG00000114805.12	5589.92	105.00	141.00	76.00	266.00
ENSG00000114812.8	1463.43	0.00	3.00	0.00	2.00
ENSG00000114841.13	4034.15	52.00	117.00	142.00	459.00
ENSG00000114850.2	1827.41	1791.00	2836.00	1974.00	5777.00
ENSG00000114853.9	4896.26	39.00	78.00	53.00	168.00
ENSG00000114854.3	714.39	65.00	145.00	35.00	87.00
ENSG00000114857.13	5860.43	2402.00	4199.00	4511.00	12419.00
ENSG00000114859.10	2184.09	158.00	268.00	347.00	994.00
ENSG00000114861.14	2487.06	825.00	1366.00	1238.00	3562.00
ENSG00000114867.15	3143.94	7289.00	11355.00	11711.00	33501.00
ENSG00000114902.9	836.11	477.00	869.00	1115.00	3405.00
ENSG00000114904.8	2798.62	452.00	690.00	1023.00	3025.00
ENSG00000114923.12	2891.30	32.00	67.00	20.00	72.00
ENSG00000114933.11	11928.13	615.00	1086.00	819.00	2189.00
ENSG00000114942.9	688.72	5882.87	10067.20	8760.00	27521.21
ENSG00000114948.8	3280.61	1.00	1.00	2.00	6.00
ENSG00000114956.15	832.96	456.00	802.00	781.00	2216.00
ENSG00000114978.13	4393.85	1722.00	2635.00	2838.00	7791.00
ENSG00000114982.13	4935.47	990.00	1710.00	2130.00	5933.00
ENSG00000114988.7	2357.84	459.00	851.00	694.00	2255.00
ENSG00000114993.11	1563.64	1264.00	2271.00	1572.00	5171.00
ENSG00000114999.7	4064.71	1014.00	1574.00	1381.00	4100.00
ENSG00000115009.7	801.60	2508.00	4089.00	366.00	1284.00
ENSG00000115020.12	8664.96	1280.00	2041.00	1625.00	4620.00
ENSG00000115042.5	1562.77	386.12	610.54	721.33	2037.70
ENSG00000115053.11	1899.19	17286.00	26019.00	21961.00	63645.00
ENSG00000115073.6	2077.35	523.00	1054.00	1003.00	3134.00
ENSG00000115084.8	2727.32	1312.00	2066.00	1889.00	5139.00
ENSG00000115085.9	1942.19	21.00	52.00	10.00	48.00
ENSG00000115091.7	2119.56	1858.00	2996.00	2832.00	7985.00
ENSG00000115107.15	3668.24	317.00	492.00	831.00	2542.00
ENSG00000115109.9	4498.45	1024.00	1658.00	1478.00	4124.00
ENSG00000115112.7	4947.50	0.00	0.00	0.00	0.00
ENSG00000115128.6	769.67	788.00	1174.00	1152.00	3025.00
ENSG00000115129.9	1346.89	211.00	329.00	673.00	1949.00
ENSG00000115137.7	3642.66	84.00	152.00	191.00	515.00
ENSG00000115145.5	3616.28	358.00	493.00	472.00	1332.00
ENSG00000115155.12	1751.54	1.00	2.00	3.00	8.00
ENSG00000115159.11	1434.86	0.00	1.00	2.00	5.00
ENSG00000115163.10	1020.70	250.00	391.00	295.00	916.00
ENSG00000115170.9	2757.37	184.00	264.00	314.00	841.00
ENSG00000115183.9	6663.83	324.00	470.00	427.00	1258.00
ENSG00000115194.6	2478.10	26.00	41.00	9.00	48.00
ENSG00000115204.10	787.94	487.00	802.00	838.00	2314.00
ENSG00000115207.9	2118.20	1278.00	2312.00	2175.00	6596.00
ENSG00000115211.11	1740.27	962.00	1514.00	1684.00	4813.00
ENSG00000115216.9	2175.71	2701.00	4597.00	5431.00	15765.00
ENSG00000115221.6	718.61	0.00	0.00	0.00	2.00
ENSG00000115226.5	1617.20	144.00	264.00	204.00	649.00
ENSG00000115233.7	1956.77	741.00	1268.00	1002.00	3085.00
ENSG00000115234.6	1840.52	536.00	1074.00	1522.00	4552.00
ENSG00000115239.17	1959.87	365.00	501.00	373.83	1157.00
ENSG00000115241.9	2176.02	3623.00	5437.00	4360.00	13198.00
ENSG00000115252.14	4587.54	0.00	0.00	0.00	2.00
ENSG00000115255.6	1371.54	454.00	926.00	1174.00	3841.00
ENSG00000115257.11	1832.65	64.00	101.00	138.00	410.00
ENSG00000115266.7	3999.86	6.00	4.00	7.00	28.00
ENSG00000115267.5	3314.56	112.00	190.00	437.00	1117.00
ENSG00000115268.5	597.79	1473.75	3360.98	2814.78	9377.60
ENSG00000115271.6	1306.78	226.00	367.00	363.00	1115.00
ENSG00000115274.10	1319.41	180.36	351.61	399.48	1311.60
ENSG00000115275.7	2604.03	1753.00	3132.00	2287.00	7073.00
ENSG00000115282.15	2632.01	628.00	1149.00	1339.00	3990.00
ENSG00000115286.15	1076.27	167.00	321.00	394.00	1199.00
ENSG00000115289.8	888.60	73.00	167.00	160.00	478.00
ENSG00000115290.5	1306.31	74.00	135.00	66.00	231.00
ENSG00000115295.15	3129.98	7.00	8.00	4.00	22.00
ENSG00000115297.9	876.21	1.00	2.00	4.00	9.00
ENSG00000115306.11	7249.51	13202.00	22554.00	12894.00	38403.00
ENSG00000115307.12	1516.48	1872.00	3532.00	3571.00	10768.00
ENSG00000115310.13	2257.00	2974.00	5127.00	3638.00	10832.00
ENSG00000115317.7	1385.69	239.00	387.00	521.00	1483.00
ENSG00000115318.7	2552.73	76.00	243.00	37.00	139.00
ENSG00000115325.9	2073.72	15.00	25.00	9.00	36.00
ENSG00000115339.9	2458.93	7.00	11.00	46.00	140.00
ENSG00000115350.7	678.56	161.00	290.00	179.00	684.00
ENSG00000115355.11	6319.88	1807.00	2784.00	3092.00	8440.00
ENSG00000115361.3	1047.00	0.00	0.00	2.00	1.00
ENSG00000115363.9	1144.15	272.00	517.00	308.00	1049.00
ENSG00000115364.9	1931.11	976.00	1337.00	1355.00	3466.00
ENSG00000115365.7	3971.06	1377.00	1941.00	3596.00	9717.00
ENSG00000115368.5	2695.13	1003.00	1494.00	1568.00	4230.00
ENSG00000115392.7	1433.86	259.00	478.00	342.00	1050.00
ENSG00000115414.14	6249.71	267170.00	490953.00	245360.00	738197.00
ENSG00000115415.14	3966.09	908.00	1410.00	2047.00	5691.00
ENSG00000115419.8	3937.56	1644.00	2448.00	1553.00	4251.00
ENSG00000115421.8	4239.81	314.00	467.00	587.00	1422.00
ENSG00000115423.14	2065.00	0.00	3.00	3.00	1.00
ENSG00000115425.9	1122.85	747.15	1314.00	1624.00	5235.25
ENSG00000115446.7	1181.83	437.00	674.00	754.00	2269.00
ENSG00000115457.5	1021.08	88.00	177.00	73.00	249.00
ENSG00000115459.13	1986.47	218.00	352.00	513.00	1504.00
ENSG00000115461.4	3476.34	4.00	14.00	8.00	17.00
ENSG00000115464.10	4485.85	2966.00	4664.00	5352.00	14979.00
ENSG00000115468.7	1630.40	5.00	11.00	9.00	55.00
ENSG00000115484.10	2026.37	3214.00	5327.00	4145.00	12265.00
ENSG00000115486.7	3497.32	1357.00	2166.00	2186.00	6711.00
ENSG00000115504.10	2658.75	4600.00	7114.00	5242.00	14891.00
ENSG00000115507.5	2706.06	335.00	548.00	524.00	1646.00
ENSG00000115514.7	1433.91	334.00	455.00	637.00	1627.00
ENSG00000115520.4	2077.94	281.00	390.00	440.00	1340.00
ENSG00000115524.11	2875.64	6989.00	11485.00	11532.00	33077.00
ENSG00000115525.12	1368.79	23.00	37.00	73.00	216.00
ENSG00000115526.6	2642.20	182.00	315.00	356.00	1080.00
ENSG00000115539.9	1306.46	312.60	472.43	664.74	1718.17
ENSG00000115540.10	2920.18	501.71	781.29	794.00	2307.82
ENSG00000115541.6	616.17	3352.18	5270.88	5395.96	16156.50
ENSG00000115548.12	4538.72	1696.00	2931.00	2534.00	7695.00
ENSG00000115556.9	1322.01	0.00	1.00	0.00	6.00
ENSG00000115561.10	1391.86	1324.00	2039.88	3242.72	9244.07
ENSG00000115568.11	3896.03	426.00	683.00	805.00	2373.00
ENSG00000115590.9	1315.95	44.00	61.00	39.00	108.00
ENSG00000115594.7	4358.42	2835.00	4326.00	3315.00	9858.00
ENSG00000115596.3	1703.00	4.00	5.00	5.00	30.00
ENSG00000115598.5	2615.00	0.00	1.00	0.00	1.00
ENSG00000115602.12	898.00	0.00	2.00	2.00	1.00
ENSG00000115604.6	2064.49	1.00	2.00	1.00	6.00
ENSG00000115616.2	5410.00	0.00	0.00	0.00	2.00
ENSG00000115641.14	1550.55	117.00	278.00	87.00	369.00
ENSG00000115648.9	631.47	2.00	3.00	0.00	2.00
ENSG00000115649.11	2027.94	437.00	795.00	849.00	2653.00
ENSG00000115652.10	1879.96	1115.00	1818.00	1160.00	3521.00
ENSG00000115657.8	1800.76	1108.69	1936.14	1611.18	4768.05
ENSG00000115661.9	1275.85	304.00	507.00	498.00	1583.00
ENSG00000115677.12	2030.45	13821.00	23635.00	20273.00	59059.00
ENSG00000115685.10	1176.48	377.00	604.00	697.00	1954.00
ENSG00000115687.9	3047.13	298.00	506.00	598.00	1831.00
ENSG00000115694.10	1140.99	1901.00	3567.00	3199.00	9619.00
ENSG00000115718.13	1299.90	1286.00	2560.00	1996.00	6390.00
ENSG00000115738.5	909.49	1285.00	2804.00	3222.00	9142.00
ENSG00000115750.12	1799.92	213.00	314.00	247.00	797.00
ENSG00000115756.8	1940.46	307.00	645.00	338.00	952.00
ENSG00000115758.8	2086.72	2235.00	2915.00	2810.00	8116.00
ENSG00000115760.9	6476.25	2358.00	3939.00	4313.00	12154.00
ENSG00000115761.11	2703.61	481.00	749.00	786.00	2197.00
ENSG00000115762.12	4024.44	1377.00	2230.00	1845.00	5376.00
ENSG00000115806.8	2074.78	3480.00	5735.00	4406.00	12348.00
ENSG00000115808.7	7521.16	990.00	1374.00	1191.00	3442.00
ENSG00000115816.9	3161.72	890.00	1291.00	895.00	2611.00
ENSG00000115825.5	4893.55	692.00	1045.00	1056.00	3011.00
ENSG00000115827.9	3984.84	542.00	749.00	954.00	2571.00
ENSG00000115828.11	1568.04	40.00	40.00	48.00	126.00
ENSG00000115839.13	4545.46	948.00	1446.00	1564.00	4445.00
ENSG00000115840.9	2889.09	135.00	216.00	155.00	424.00
ENSG00000115841.15	1385.48	48.00	65.00	75.00	218.00
ENSG00000115844.6	2262.48	10.00	15.00	12.00	30.00
ENSG00000115866.6	2107.62	1921.00	3237.00	2716.00	8037.00
ENSG00000115875.14	1470.82	1157.00	1977.00	1806.00	5309.00
ENSG00000115884.6	1505.15	2177.00	3789.00	3545.00	10848.00
ENSG00000115896.11	4099.20	0.00	0.00	0.00	0.00
ENSG00000115902.6	4256.07	592.00	820.00	800.00	2293.00
ENSG00000115904.8	3024.61	2023.00	3280.00	2914.00	7991.00
ENSG00000115919.10	1677.14	324.00	568.00	631.00	1871.00
ENSG00000115935.12	865.06	2.00	6.00	2.00	2.00
ENSG00000115942.4	2407.16	993.00	1618.00	1454.00	3984.00
ENSG00000115944.10	1130.11	1173.00	1862.00	1869.00	5669.00
ENSG00000115946.3	1575.08	340.00	521.00	563.00	1659.00
ENSG00000115947.9	1274.48	441.00	628.00	704.00	1881.00
ENSG00000115963.9	1105.80	12.00	14.00	30.00	86.00
ENSG00000115966.12	2356.70	1408.00	2147.00	2399.00	6579.00
ENSG00000115970.14	3166.75	342.00	621.00	694.00	2002.00
ENSG00000115977.14	2752.31	217.37	307.00	366.72	1022.66
ENSG00000115993.7	6434.99	711.00	1002.00	1260.00	3423.00
ENSG00000115998.3	1736.09	106.00	202.00	258.29	736.00
ENSG00000116001.11	1642.64	2130.00	3317.00	4033.71	11172.00
ENSG00000116005.7	4388.44	4320.00	6857.00	6764.00	19150.00
ENSG00000116014.5	1209.91	20.00	44.00	86.00	298.00
ENSG00000116016.9	2938.71	3090.00	5825.00	4089.00	12001.00
ENSG00000116017.6	2332.84	2709.00	5025.00	4182.00	13261.00
ENSG00000116030.12	1152.60	1772.79	2427.73	2520.72	7020.42
ENSG00000116031.7	1867.00	6.00	7.00	4.00	9.00
ENSG00000116032.5	1790.26	4.00	10.00	6.00	13.00
ENSG00000116035.2	1147.00	20.00	31.00	63.00	184.00
ENSG00000116039.7	1018.21	19.00	33.00	50.00	145.00
ENSG00000116044.11	2374.27	2553.69	3623.28	2553.14	7392.26
ENSG00000116062.10	2426.79	1390.00	2116.00	1781.00	5328.00
ENSG00000116095.6	2706.05	291.00	456.51	463.00	1296.91
ENSG00000116096.5	1478.51	350.00	593.00	738.00	2133.00
ENSG00000116117.13	8017.87	91.00	142.00	293.00	775.00
ENSG00000116120.8	2104.02	693.00	1112.00	1129.00	3180.00
ENSG00000116127.13	6882.58	664.00	1137.00	1070.00	3002.00
ENSG00000116128.5	4767.79	417.00	630.00	521.00	1532.00
ENSG00000116133.7	4241.50	9757.00	17910.00	14072.00	43583.00
ENSG00000116138.8	3902.51	379.00	541.00	602.00	1798.00
ENSG00000116151.9	1448.84	33.00	66.22	94.00	266.00
ENSG00000116157.5	1223.86	48.00	124.00	170.00	476.00
ENSG00000116161.13	549.40	896.67	1263.45	1437.55	3896.09
ENSG00000116171.12	1276.32	831.49	1365.36	1860.89	5445.22
ENSG00000116183.6	9685.00	0.00	0.00	0.00	2.00
ENSG00000116191.13	3262.59	739.00	1075.00	1281.00	3673.00
ENSG00000116194.8	2490.64	103.00	145.00	23.00	81.00
ENSG00000116198.8	2158.42	439.00	630.00	605.00	1700.00
ENSG00000116199.7	5943.28	866.00	1440.00	1048.00	2949.00
ENSG00000116205.6	3978.44	141.00	203.00	197.00	529.00
ENSG00000116209.7	1443.17	920.00	1670.00	1571.00	4881.00
ENSG00000116212.10	1716.18	250.00	420.00	439.00	1350.00
ENSG00000116213.11	1641.90	251.00	415.00	548.00	1606.00
ENSG00000116221.11	1480.26	1521.00	2581.00	2693.00	7548.00
ENSG00000116237.11	3437.30	1017.00	1553.00	1728.00	5159.00
ENSG00000116251.5	1164.31	4449.61	7071.75	6583.13	20249.16
ENSG00000116254.13	2501.36	7.00	11.00	6.00	22.00
ENSG00000116260.12	3103.35	693.00	1550.00	423.00	1701.00
ENSG00000116266.6	2034.21	285.00	423.00	418.00	1091.00
ENSG00000116273.5	3681.00	329.00	554.00	542.00	1752.00
ENSG00000116285.8	2928.31	7793.00	14554.00	2796.00	9185.00
ENSG00000116288.8	799.34	905.00	1533.00	1536.00	4604.00
ENSG00000116299.12	1922.02	2.00	5.00	5.00	15.00
ENSG00000116337.11	2053.05	1052.00	1871.00	1837.00	5795.00
ENSG00000116350.11	2170.36	1260.00	2202.00	2032.00	5628.00
ENSG00000116353.11	1196.58	104.00	162.00	207.00	588.00
ENSG00000116396.9	4097.48	22.00	47.00	11.00	39.00
ENSG00000116406.14	6292.84	569.00	845.00	786.00	2275.00
ENSG00000116455.9	2417.30	520.00	823.00	908.00	2652.00
ENSG00000116459.6	789.04	1311.94	2208.79	2410.00	6966.65
ENSG00000116473.10	1458.50	352.00	495.00	499.00	1380.00
ENSG00000116478.7	1882.34	1079.00	1764.00	1563.00	4577.00
ENSG00000116489.8	2568.81	1242.00	2100.00	2273.00	6453.00
ENSG00000116497.13	3057.07	412.00	677.00	635.00	1901.00
ENSG00000116514.12	2511.38	268.00	434.00	509.00	1393.00
ENSG00000116521.6	1363.90	504.00	853.00	832.00	2465.00
ENSG00000116525.9	3437.00	60.00	83.00	61.00	178.00
ENSG00000116539.6	11178.21	909.00	1525.00	2012.00	5645.00
ENSG00000116544.7	1710.55	2.00	5.00	6.00	13.00
ENSG00000116560.6	1831.68	4052.00	5699.00	6136.00	16843.00
ENSG00000116574.4	4003.48	674.00	1027.00	1113.00	3145.00
ENSG00000116580.14	4414.07	679.55	1073.53	1210.27	3441.91
ENSG00000116584.13	2290.78	673.00	1134.00	492.00	1496.00
ENSG00000116586.7	618.73	199.00	315.00	311.00	1075.00
ENSG00000116604.13	3921.07	374.00	647.00	492.00	1401.00
ENSG00000116641.11	6339.96	1558.00	2544.00	1841.00	5189.00
ENSG00000116649.5	1137.12	746.00	1373.00	1251.00	3639.00
ENSG00000116652.5	703.00	1.00	0.00	1.00	5.00
ENSG00000116661.9	1516.35	594.00	1046.00	920.00	3049.00
ENSG00000116663.6	1493.96	52.00	82.00	172.00	468.00
ENSG00000116667.8	644.00	1.00	2.00	1.00	3.00
ENSG00000116668.8	3476.71	81.00	118.00	117.00	351.00
ENSG00000116670.10	1082.76	212.00	372.00	331.00	1047.00
ENSG00000116675.11	4705.07	52.00	107.00	96.00	217.00
ENSG00000116678.14	4484.56	57.14	97.22	47.20	143.60
ENSG00000116679.11	3788.99	870.00	1736.00	1295.00	3604.00
ENSG00000116685.11	2804.14	1794.91	3354.90	1895.85	6031.97
ENSG00000116688.12	4006.74	1198.00	2232.00	2053.00	6441.00
ENSG00000116690.7	4315.54	3.00	1.00	57.00	133.00
ENSG00000116691.6	1420.89	152.00	309.00	278.00	827.00
ENSG00000116698.16	4854.57	1695.00	2809.00	2971.00	8236.00
ENSG00000116701.10	973.36	4.00	7.00	22.00	71.00
ENSG00000116704.6	6073.99	659.00	994.00	1502.00	4151.00
ENSG00000116711.8	850.00	0.00	0.00	1.00	1.00
ENSG00000116717.7	1460.75	395.00	616.00	602.00	1743.00
ENSG00000116729.9	1591.33	16.00	19.00	12.00	54.00
ENSG00000116731.18	4630.99	314.00	485.00	483.00	1423.00
ENSG00000116741.6	1344.00	10.00	15.00	10.00	32.00
ENSG00000116747.8	3872.39	419.00	690.00	712.00	1895.00
ENSG00000116750.9	1430.47	488.00	762.00	643.00	1690.00
ENSG00000116752.5	1282.02	325.00	439.00	542.00	1444.00
ENSG00000116754.9	1661.00	3603.00	5482.00	6973.00	19269.00
ENSG00000116761.7	1835.63	132.00	203.00	135.00	375.00
ENSG00000116771.5	2500.00	1092.00	1728.00	2453.00	7192.00
ENSG00000116774.7	1786.62	84.00	116.00	203.00	611.00
ENSG00000116783.10	696.00	0.53	2.82	0.00	0.92
ENSG00000116786.7	3444.15	524.00	974.00	1030.00	3101.00
ENSG00000116791.9	1669.32	1321.00	2071.00	2195.00	6155.00
ENSG00000116793.11	2251.40	184.00	266.00	275.00	771.00
ENSG00000116809.7	2135.50	174.00	278.00	429.00	1237.00
ENSG00000116815.11	1042.79	58.00	101.00	56.00	128.00
ENSG00000116819.6	2189.00	8.00	12.00	7.00	28.00
ENSG00000116830.7	3674.26	471.00	853.00	816.00	2077.00
ENSG00000116833.9	3167.74	8.00	14.00	13.00	70.00
ENSG00000116852.10	7294.88	6.00	10.00	6.00	35.00
ENSG00000116857.12	1491.00	324.00	598.00	522.00	1631.00
ENSG00000116863.10	1668.00	215.00	399.00	398.00	1270.00
ENSG00000116871.11	1945.75	349.00	582.00	625.00	1971.00
