GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
146	SSRP1	100	62.9	100	63.5	100	95.9	86.3	74.6	97	16.8	73.6	79.1	0.167	0.167	1	0.352	0.333	0.897	0.665	0.664	0.324	0.000641	0.0376
147	TRA2A	100	100	100	73.6	100	86.8	73.1	76.1	97	16.8	47.7	79.2	0.167	0.833	1	0.354	0.333	0.611	0.365	0.676	0.324	0.000641	0
148	SERBP1	100	62.9	100	63.5	100	62.9	76.1	64	97	97	47.7	79.2	0.167	0.167	1	0.352	0.333	0.248	0.442	0.537	0.324	0.000644	0
149	PPIL4	100	100	100	63.5	100	33	88.3	83.2	97	59.9	47.7	79.3	0.167	0.833	1	0.352	0.333	0.0589	0.721	0.752	0.324	0.000642	0
150	NUSAP1	100	100	100	84.8	100	83.8	72.1	70.1	97	16.8	49.2	79.4	0.167	0.833	1	0.636	0.333	0.565	0.358	0.607	0.324	0.000641	2e-04
151	U2AF1	100	100	61.9	73.6	100	72.1	71.6	42.1	97	97	60.4	79.6	0.167	0.833	0.68	0.354	0.333	0.323	0.344	0.266	0.324	0.000644	0.0044
152	PHF6	100	100	100	84.8	100	46.7	62.4	29.9	100	85.3	68.5	79.8	0.167	0.833	1	0.636	0.333	0.115	0.194	0.185	0.67	0.000643	0.0248
153	CKAP4	100	83.2	43.7	97.5	100	81.2	68.5	93.9	97	16.8	97.5	79.9	0.167	0.5	0.657	0.704	0.333	0.521	0.289	0.939	0.324	0.000641	0.868
154	KHSRP	100	100	100	97.5	100	78.7	57.9	84.8	97	16.8	47.7	80	0.167	0.833	1	0.704	0.333	0.477	0.158	0.779	0.324	0.000641	0
155	EIF2S1	100	62.9	100	63.5	100	97.5	100	87.8	97	16.8	55.8	80.1	0.167	0.167	1	0.352	0.333	0.936	0.99	0.823	0.324	0.000641	0.002
156	RPS3A	100	62.9	100	63.5	100	79.2	69.5	61.4	97	97	51.8	80.2	0.167	0.167	1	0.352	0.333	0.49	0.31	0.494	0.324	0.000644	6e-04
157	TRIM56	100	62.9	66	63.5	100	89.8	78.7	100	97	59.9	65.5	80.3	0.167	0.167	0.694	0.352	0.333	0.686	0.519	0.998	0.324	0.000642	0.0122
158	RAVER1	100	62.9	54.3	84.8	100	98.5	96.4	81.7	97	59.9	47.7	80.3	0.167	0.167	0.679	0.636	0.333	0.977	0.889	0.732	0.324	0.000642	0
159	AKAP8	100	62.9	100	100	100	53.8	57.4	57.9	97	59.9	95.4	80.4	0.167	0.167	1	0.706	0.333	0.174	0.151	0.455	0.324	0.000642	0.753
160	PA2G4	100	100	100	100	100	72.6	55.3	54.8	97	59.9	47.7	80.7	0.167	0.833	1	0.706	0.333	0.343	0.14	0.423	0.324	0.000642	0
161	DHX30	100	100	100	73.6	100	86.3	78.2	86.8	97	16.8	50.8	80.8	0.167	0.833	1	0.354	0.333	0.606	0.512	0.804	0.324	0.000641	4e-04
162	DAZAP1	100	62.9	100	63.5	100	89.3	77.2	91.9	97	59.9	47.7	80.8	0.167	0.167	1	0.352	0.333	0.685	0.472	0.909	0.324	0.000642	0
163	DDX52	100	100	100	97.5	100	45.7	64.5	77.7	97	59.9	47.7	80.9	0.167	0.833	1	0.704	0.333	0.108	0.204	0.688	0.324	0.000642	0
164	SF3B1	100	62.9	100	63.5	100	73.6	85.3	50.8	97	85.3	73.1	81	0.167	0.167	1	0.352	0.333	0.375	0.639	0.376	0.324	0.000643	0.0374
165	PCBP1	100	62.9	100	97.5	100	90.4	85.8	94.9	97	16.8	47.7	81.2	0.167	0.167	1	0.704	0.333	0.717	0.663	0.942	0.324	0.000641	0
166	IGF2BP3	100	62.9	66	84.8	100	92.4	93.9	84.3	97	59.9	57.4	81.7	0.167	0.167	0.694	0.636	0.333	0.78	0.848	0.775	0.324	0.000642	0.004
167	SRFBP1	100	100	100	97.5	100	70.1	48.2	51.8	97	59.9	76.1	81.9	0.167	0.833	1	0.704	0.333	0.308	0.0615	0.381	0.324	0.000642	0.0724
168	PUM1	100	83.2	43.7	63.5	100	93.4	91.4	98	97	59.9	74.6	82.2	0.167	0.5	0.657	0.352	0.333	0.815	0.809	0.965	0.324	0.000642	0.0406
169	SBDS	100	100	100	77.2	100	71.1	50.3	70.6	97	85.3	54.3	82.3	0.167	0.833	1	0.634	0.333	0.318	0.0826	0.617	0.324	0.000643	0.0016
170	SUPT6H	100	62.9	100	63.5	100	84.8	75.1	68.5	97	59.9	93.9	82.3	0.167	0.167	1	0.352	0.333	0.581	0.433	0.593	0.324	0.000642	0.738
171	GPKOW	100	83.2	49.7	97.5	100	96.4	90.9	85.3	97	59.9	47.7	82.5	0.167	0.5	0.672	0.704	0.333	0.906	0.786	0.782	0.324	0.000642	0
172	TIA1	100	100	100	73.6	100	90.9	79.7	82.7	97	16.8	68	82.6	0.167	0.833	1	0.354	0.333	0.769	0.536	0.743	0.324	0.000641	0.0232
173	EXOSC9	100	83.2	100	77.2	100	65	70.6	77.2	97	59.9	84.3	83.1	0.167	0.5	1	0.634	0.333	0.266	0.333	0.687	0.324	0.000642	0.313
174	XRN2	100	83.2	100	97.5	100	75.6	54.3	67.5	97	59.9	85.3	83.7	0.167	0.5	1	0.704	0.333	0.409	0.112	0.582	0.324	0.000642	0.389
175	PSIP1	100	100	100	84.8	100	76.6	60.9	60.9	97	85.3	56.9	83.8	0.167	0.833	1	0.636	0.333	0.43	0.179	0.491	0.324	0.000643	0.0038
176	TUFM	100	100	100	84.8	100	92.9	98.5	32.5	97	59.9	61.4	84.3	0.167	0.833	1	0.636	0.333	0.801	0.95	0.205	0.324	0.000642	0.0052
177	BCLAF1	100	62.9	100	63.5	100	91.9	92.4	88.3	97	59.9	78.2	84.9	0.167	0.167	1	0.352	0.333	0.775	0.815	0.852	0.324	0.000642	0.1
178	G3BP2	100	83.2	100	97.5	100	85.8	64	99.5	97	59.9	47.7	85	0.167	0.5	1	0.704	0.333	0.604	0.199	0.988	0.324	0.000642	0
179	RBM15	100	62.9	100	73.6	100	69	77.7	97.5	97	59.9	99.5	85.2	0.167	0.167	1	0.354	0.333	0.305	0.486	0.962	0.324	0.000642	0.896
180	IGF2BP2	100	83.2	100	63.5	100	94.4	98	95.4	97	59.9	47.7	85.4	0.167	0.5	1	0.352	0.333	0.868	0.914	0.947	0.324	0.000642	0
181	RBFOX2	100	100	100	84.8	100	68	69	79.7	97	97	47.7	85.7	0.167	0.833	1	0.636	0.333	0.286	0.29	0.706	0.324	0.000644	0
182	RTF1	100	62.9	100	97.5	100	93.9	96.4	90.9	97	59.9	47.7	86	0.167	0.167	1	0.704	0.333	0.833	0.889	0.894	0.324	0.000642	0
183	HLTF	100	62.9	100	77.2	100	84.3	82.7	89.8	97	59.9	94.4	86.2	0.167	0.167	1	0.634	0.333	0.577	0.577	0.884	0.324	0.000642	0.746
184	SUB1	100	100	100	63.5	100	97	99	86.3	97	16.8	90.9	86.4	0.167	0.833	1	0.352	0.333	0.927	0.97	0.802	0.324	0.000641	0.67
185	AARS	100	62.9	100	97.5	100	88.3	76.6	96.4	97	85.3	47.7	86.5	0.167	0.167	1	0.704	0.333	0.645	0.455	0.958	0.324	0.000643	0
186	SSB	100	62.9	100	97.5	100	77.7	87.8	81.2	97	59.9	88.3	86.6	0.167	0.167	1	0.704	0.333	0.45	0.71	0.718	0.324	0.000642	0.482
187	NSUN2	100	83.2	100	97.5	100	88.8	87.8	94.4	97	16.8	87.3	86.6	0.167	0.5	1	0.704	0.333	0.683	0.71	0.94	0.324	0.000641	0.479
188	CCAR2	100	83.2	100	84.8	100	80.2	82.2	78.2	97	99.5	47.7	86.6	0.167	0.5	1	0.636	0.333	0.517	0.574	0.692	0.324	0.000645	0
189	CCAR1	100	100	100	63.5	100	99.5	97	88.8	97	59.9	47.7	86.7	0.167	0.833	1	0.352	0.333	0.988	0.89	0.856	0.324	0.000642	0
190	TBRG4	100	83.2	100	97.5	100	81.7	94.4	71.1	97	85.3	47.7	87.1	0.167	0.5	1	0.704	0.333	0.525	0.854	0.618	0.324	0.000643	0
191	CSTF2	100	100	100	84.8	100	74.1	67	80.7	97	85.3	71.1	87.3	0.167	0.833	1	0.636	0.333	0.391	0.233	0.714	0.324	0.000643	0.031
192	GTF2F1	100	83.2	100	100	100	85.3	89.8	65	97	97	47.7	87.7	0.167	0.5	1	0.706	0.333	0.587	0.752	0.563	0.324	0.000644	0
193	RCC2	100	62.9	100	97.5	100	99.5	96.4	79.7	97	85.3	47.7	87.8	0.167	0.167	1	0.704	0.333	0.988	0.889	0.706	0.324	0.000643	0
194	SRP68	100	100	100	63.5	100	100	97.5	93.4	97	59.9	67.5	89	0.167	0.833	1	0.352	0.333	0.997	0.894	0.934	0.324	0.000642	0.021
195	DDX6	100	100	100	97.5	100	95.4	92.9	58.9	97	85.3	51.8	89	0.167	0.833	1	0.704	0.333	0.888	0.817	0.468	0.324	0.000643	6e-04
196	YBX3	100	62.9	100	97.5	100	98	99.5	92.4	97	85.3	47.7	89.1	0.167	0.167	1	0.704	0.333	0.948	0.981	0.919	0.324	0.000643	0
197	EIF2S2	100	100	100	63.5	100	94.9	91.9	65	97	85.3	100	90.7	0.167	0.833	1	0.352	0.333	0.876	0.81	0.563	0.324	0.000643	0.899
