GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
148	FMR1	100	100	31.5	100	100	18.3	73.1	63.5	100	86.8	89.3	78.4	0.167	0.833	0.363	0.706	0.333	0.00799	0.469	0.276	0.324	6.5e-05	0.516
149	CPSF6	100	100	100	100	100	83.8	68	56.3	100	8.1	49.2	78.7	0.167	0.833	1	0.706	0.333	0.391	0.406	0.2	0.324	6.47e-05	0
150	PARN	100	100	55.8	100	100	49.2	68.5	57.9	100	86.8	49.2	78.9	0.167	0.833	0.669	0.706	0.333	0.0719	0.417	0.213	0.324	6.5e-05	0
151	XPO5	100	65	56.9	100	100	85.3	83.8	58.9	100	69	49.2	78.9	0.167	0.167	0.679	0.706	0.333	0.432	0.666	0.227	0.324	6.49e-05	0
152	ILF2	100	65	68	100	100	91.4	90.9	36	100	69	49.2	79	0.167	0.167	0.709	0.706	0.333	0.616	0.843	0.0537	0.324	6.49e-05	0
153	GEMIN5	100	75.1	100	64	100	69	84.3	86.3	100	44.7	49.2	79.3	0.167	0.5	1	0.634	0.333	0.2	0.67	0.734	0.324	6.48e-05	0
154	PKM	100	65	61.9	28.9	100	84.8	98.5	98	100	86.8	49.2	79.4	0.167	0.167	0.699	0	0.333	0.407	0.981	0.971	0.324	6.5e-05	0
155	BCLAF1	100	100	100	100	100	64	23.9	64.5	100	44.7	77.7	79.5	0.167	0.833	1	0.706	0.333	0.126	0.0145	0.285	0.324	6.48e-05	0.0956
156	SUB1	100	100	100	64	100	64	23.4	96.4	100	44.7	90.9	80.3	0.167	0.833	1	0.634	0.333	0.126	0.0139	0.951	0.324	6.48e-05	0.689
157	SRFBP1	100	100	100	64	100	76.6	53.3	72.1	100	44.7	75.6	80.6	0.167	0.833	1	0.634	0.333	0.272	0.211	0.472	0.324	6.48e-05	0.0534
158	KRR1	100	100	100	43.1	100	66	66.5	95.4	100	69	49.2	80.8	0.167	0.833	1	0.352	0.333	0.161	0.378	0.929	0.324	6.49e-05	0
159	KHSRP	100	65	100	100	100	96.4	97	37.6	100	44.7	49.2	80.9	0.167	0.167	1	0.706	0.333	0.793	0.969	0.0596	0.324	6.48e-05	0
160	GPKOW	100	75.1	100	100	100	69.5	65	86.8	100	44.7	49.2	80.9	0.167	0.5	1	0.706	0.333	0.202	0.328	0.735	0.324	6.48e-05	0
161	TRA2A	100	100	100	100	100	95.4	95.4	43.1	100	8.1	49.2	81	0.167	0.833	1	0.706	0.333	0.755	0.941	0.0932	0.324	6.47e-05	0
162	TRIM56	100	75.1	100	64	100	86.3	78.7	78.7	100	44.7	66	81.2	0.167	0.5	1	0.634	0.333	0.451	0.575	0.577	0.324	6.48e-05	0.0144
163	SRSF5	100	100	100	64	100	71.1	50.8	85.8	100	44.7	80.2	81.5	0.167	0.833	1	0.634	0.333	0.219	0.169	0.718	0.324	6.48e-05	0.23
164	CCAR2	100	100	57.4	100	100	51.3	94.9	49.7	100	99	49.2	82	0.167	0.833	0.68	0.706	0.333	0.0799	0.92	0.126	0.324	6.52e-05	0
165	PES1	100	100	100	64	100	100	86.3	58.4	100	44.7	49.2	82	0.167	0.833	1	0.634	0.333	0.995	0.743	0.219	0.324	6.48e-05	0
166	ESF1	100	65	100	43.1	100	94.4	72.6	68	100	86.8	73.1	82.1	0.167	0.167	1	0.352	0.333	0.708	0.462	0.355	0.324	6.5e-05	0.0398
167	LARP7	100	100	100	100	100	82.2	31.5	95.9	100	44.7	49.2	82.1	0.167	0.833	1	0.706	0.333	0.334	0.0444	0.95	0.324	6.48e-05	0
168	LIN28B	100	75.1	55.8	100	100	83.2	70.1	81.7	100	86.8	51.8	82.2	0.167	0.5	0.669	0.706	0.333	0.355	0.439	0.634	0.324	6.5e-05	2e-04
169	PA2G4	100	100	55.8	100	100	86.8	82.7	89.3	100	44.7	49.2	82.6	0.167	0.833	0.669	0.706	0.333	0.485	0.656	0.796	0.324	6.48e-05	0
170	SUGP2	100	65	100	100	100	88.8	62.4	56.3	100	86.8	51.8	82.8	0.167	0.167	1	0.706	0.333	0.517	0.304	0.2	0.324	6.5e-05	2e-04
171	IGF2BP2	100	100	100	64	100	97.5	96.4	61.4	100	44.7	49.2	83	0.167	0.833	1	0.634	0.333	0.825	0.944	0.26	0.324	6.48e-05	0
172	SMNDC1	100	100	100	100	100	78.7	72.6	83.8	100	8.1	71.6	83.2	0.167	0.833	1	0.706	0.333	0.286	0.462	0.665	0.324	6.47e-05	0.0354
173	FUBP3	100	100	100	43.1	100	62.9	76.1	97	100	86.8	49.2	83.2	0.167	0.833	1	0.352	0.333	0.122	0.515	0.958	0.324	6.5e-05	0
174	UCHL5	100	100	100	100	100	70.6	74.6	84.3	100	8.1	78.2	83.2	0.167	0.833	1	0.706	0.333	0.214	0.493	0.677	0.324	6.47e-05	0.0978
175	DNAJC2	100	75.1	100	100	100	95.9	88.8	19.8	100	86.8	49.2	83.2	0.167	0.5	1	0.706	0.333	0.765	0.798	0.00217	0.324	6.5e-05	0
176	SRP68	100	75.1	100	100	100	67.5	61.4	99	100	44.7	69	83.3	0.167	0.5	1	0.706	0.333	0.175	0.3	0.983	0.324	6.48e-05	0.029
177	AKAP8L	100	100	100	64	100	72.1	52.3	92.9	100	44.7	91.4	83.4	0.167	0.833	1	0.634	0.333	0.222	0.197	0.875	0.324	6.48e-05	0.723
178	SBDS	100	100	100	64	100	79.7	55.3	84.8	100	86.8	54.3	84.1	0.167	0.833	1	0.634	0.333	0.298	0.222	0.716	0.324	6.5e-05	0.001
179	KHDRBS1	100	65	100	100	100	93.4	80.2	94.4	100	44.7	49.2	84.3	0.167	0.167	1	0.706	0.333	0.68	0.632	0.92	0.324	6.48e-05	0
180	RBM25	100	100	100	100	100	87.3	86.8	59.4	100	44.7	49.2	84.3	0.167	0.833	1	0.706	0.333	0.505	0.748	0.239	0.324	6.48e-05	0
181	NUSAP1	100	100	100	100	100	85.8	78.2	72.6	100	44.7	49.2	84.6	0.167	0.833	1	0.706	0.333	0.441	0.552	0.477	0.324	6.48e-05	0
182	PABPC4	100	100	100	100	100	77.7	59.9	99	100	44.7	49.2	84.6	0.167	0.833	1	0.706	0.333	0.273	0.261	0.983	0.324	6.48e-05	0
183	LSM11	100	100	55.8	64	100	89.3	93.4	75.6	100	94.9	57.4	84.6	0.167	0.833	0.669	0.634	0.333	0.55	0.907	0.531	0.324	6.51e-05	0.003
184	CPSF7	100	65	100	100	100	90.4	99.5	30.5	100	100	49.2	85	0.167	0.167	1	0.706	0.333	0.583	0.988	0.0213	0.324	6.53e-05	0
185	AGO1	100	100	100	46.2	100	73.1	98.5	75.1	100	94.9	49.2	85.2	0.167	0.833	1	0.354	0.333	0.228	0.981	0.53	0.324	6.51e-05	0
186	PSIP1	100	100	100	64	100	93.9	93.9	40.6	100	86.8	60.4	85.4	0.167	0.833	1	0.634	0.333	0.691	0.91	0.0853	0.324	6.5e-05	0.005
187	TUFM	100	100	100	100	100	72.6	79.7	76.6	100	69	58.9	87	0.167	0.833	1	0.706	0.333	0.223	0.624	0.535	0.324	6.49e-05	0.0044
188	HNRNPUL1	100	100	100	64	100	91.9	100	60.4	100	94.9	49.2	87.3	0.167	0.833	1	0.634	0.333	0.623	0.989	0.257	0.324	6.51e-05	0
189	SMN1	100	100	100	64	100	90.9	97.5	65	100	99	49.2	87.8	0.167	0.833	1	0.634	0.333	0.612	0.974	0.287	0.324	6.52e-05	0
190	HLTF	100	100	100	100	100	81.2	62.9	94.9	100	44.7	92.9	88.8	0.167	0.833	1	0.706	0.333	0.312	0.306	0.921	0.324	6.48e-05	0.742
191	UBE2L3	100	100	100	100	100	79.2	84.8	79.2	100	69	64.5	88.8	0.167	0.833	1	0.706	0.333	0.294	0.671	0.584	0.324	6.49e-05	0.0116
192	SUCLG1	100	100	100	100	100	71.6	71.6	70.1	100	69	94.4	88.8	0.167	0.833	1	0.706	0.333	0.22	0.457	0.397	0.324	6.49e-05	0.749
193	EXOSC9	100	100	100	100	100	92.9	91.9	62.9	100	44.7	84.8	88.8	0.167	0.833	1	0.706	0.333	0.669	0.859	0.275	0.324	6.48e-05	0.326
194	RBFOX2	100	100	100	64	100	99	89.3	81.2	100	94.9	49.2	88.9	0.167	0.833	1	0.634	0.333	0.883	0.81	0.628	0.324	6.51e-05	0
195	IGF2BP3	100	100	100	100	100	81.7	76.6	89.8	100	69	61.9	89	0.167	0.833	1	0.706	0.333	0.317	0.527	0.818	0.324	6.49e-05	0.0072
196	CSTF2	100	100	100	64	100	88.3	89.8	73.1	100	94.9	71.1	89.2	0.167	0.833	1	0.634	0.333	0.515	0.83	0.487	0.324	6.51e-05	0.0348
197	CCAR1	100	100	100	100	100	97	95.9	71.1	100	69	49.2	89.3	0.167	0.833	1	0.706	0.333	0.795	0.943	0.406	0.324	6.49e-05	0
