GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
147	EIF3D	100	58.4	75.1	27.4	100	89.8	87.3	85.3	100	97.5	68	80.8	0.167	0.167	0.709	0	0.333	0.632	0.833	0.77	0.324	0.0218	0.0194
148	PARN	100	100	18.8	100	100	83.8	71.1	69.5	100	97.5	49.2	80.9	0.167	0.833	0.366	0.706	0.333	0.541	0.436	0.56	0.324	0.0218	0
149	BCLAF1	100	73.6	100	80.2	100	78.2	49.7	34.5	100	97.5	77.7	81	0.167	0.5	1	0.634	0.333	0.462	0.167	0.127	0.324	0.0218	0.0794
150	RBM39	100	100	100	32.5	100	26.4	93.9	89.3	100	97.5	54.3	81.3	0.167	0.833	1	0.282	0.333	0.0869	0.918	0.848	0.324	0.0218	8e-04
151	SRFBP1	100	100	56.3	88.8	100	83.2	50.8	44.2	100	97.5	75.1	81.4	0.167	0.833	0.657	0.704	0.333	0.538	0.171	0.192	0.324	0.0218	0.0484
152	LSM11	100	100	75.1	80.2	100	50.8	46.2	88.3	100	97.5	58.4	81.5	0.167	0.833	0.709	0.634	0.333	0.191	0.135	0.837	0.324	0.0218	0.0034
153	G3BP1	100	58.4	100	61.9	100	44.7	97	77.7	100	97.5	62.9	81.8	0.167	0.167	1	0.352	0.333	0.17	0.948	0.672	0.324	0.0218	0.0092
154	NSUN2	100	58.4	100	80.2	100	79.2	52.3	47.7	100	97.5	86.8	82	0.167	0.167	1	0.634	0.333	0.494	0.176	0.222	0.324	0.0218	0.454
155	PUS1	100	58.4	75.1	27.4	100	98.5	79.7	86.3	100	97.5	82.7	82.3	0.167	0.167	0.709	0	0.333	0.967	0.633	0.781	0.324	0.0218	0.25
156	DNAJC21	100	58.4	100	61.9	100	84.8	99	55.8	100	97.5	49.2	82.4	0.167	0.167	1	0.352	0.333	0.559	0.985	0.327	0.324	0.0218	0
157	BCCIP	100	100	66.5	80.2	100	75.6	59.9	65.5	100	97.5	65.5	82.8	0.167	0.833	0.68	0.634	0.333	0.42	0.254	0.473	0.324	0.0218	0.0126
158	SERBP1	100	58.4	57.9	100	100	90.4	83.2	76.1	100	97.5	49.2	83	0.167	0.167	0.669	0.706	0.333	0.649	0.743	0.661	0.324	0.0218	0
159	SMN1	100	100	56.3	100	100	77.7	56.3	80.7	100	100	49.2	83.7	0.167	0.833	0.657	0.706	0.333	0.46	0.221	0.706	0.324	0.0219	0
160	PCBP1	100	58.4	100	88.8	100	68	69	87.8	100	97.5	51.3	83.7	0.167	0.167	1	0.704	0.333	0.311	0.406	0.834	0.324	0.0218	2e-04
161	DDX52	100	100	100	100	100	24.4	54.8	94.9	100	97.5	49.2	83.7	0.167	0.833	1	0.706	0.333	0.0799	0.203	0.954	0.324	0.0218	0
162	TBRG4	100	100	100	88.8	100	58.4	51.8	75.6	100	97.5	49.2	83.8	0.167	0.833	1	0.704	0.333	0.226	0.173	0.648	0.324	0.0218	0
163	ZC3H8	100	73.6	100	32.5	100	71.1	89.3	74.6	100	97.5	85.3	84	0.167	0.5	1	0.282	0.333	0.345	0.847	0.645	0.324	0.0218	0.379
164	DDX24	100	73.6	75.1	80.2	100	95.4	74.1	57.4	100	97.5	72.6	84.2	0.167	0.5	0.709	0.634	0.333	0.787	0.527	0.355	0.324	0.0218	0.0332
165	SMNDC1	100	100	100	100	100	79.7	56.9	23.4	100	97.5	71.6	84.4	0.167	0.833	1	0.706	0.333	0.495	0.226	0.0623	0.324	0.0218	0.0312
166	XRN2	100	100	56.3	100	100	88.3	57.9	47.2	100	97.5	85.8	84.8	0.167	0.833	0.657	0.706	0.333	0.614	0.228	0.221	0.324	0.0218	0.403
167	TAF15	100	100	100	32.5	100	94.4	77.2	82.2	100	97.5	49.2	84.8	0.167	0.833	1	0.282	0.333	0.773	0.577	0.719	0.324	0.0218	0
168	DDX6	100	73.6	100	88.8	100	91.9	71.6	57.9	100	97.5	52.8	84.9	0.167	0.5	1	0.704	0.333	0.681	0.459	0.36	0.324	0.0218	4e-04
169	FXR1	100	58.4	100	61.9	100	80.2	95.4	92.9	100	97.5	49.2	85	0.167	0.167	1	0.352	0.333	0.5	0.927	0.927	0.324	0.0218	0
170	PKM	100	100	100	100	100	4.1	86.8	100	100	97.5	49.2	85.2	0.167	0.833	1	0.706	0.333	0.00899	0.797	0.994	0.324	0.0218	0
171	YBX3	100	100	66.5	65.5	100	88.8	91.9	79.2	100	97.5	49.2	85.3	0.167	0.833	0.68	0.354	0.333	0.621	0.874	0.682	0.324	0.0218	0
172	EIF4B	100	58.4	100	88.8	100	99.5	81.7	64.5	100	97.5	49.2	85.4	0.167	0.167	1	0.704	0.333	0.982	0.669	0.448	0.324	0.0218	0
173	UTP18	100	73.6	60.4	100	100	76.6	71.1	66.5	100	97.5	95.4	85.6	0.167	0.5	0.679	0.706	0.333	0.443	0.436	0.48	0.324	0.0218	0.749
174	HNRNPUL1	100	100	56.3	65.5	100	87.3	98.5	86.8	100	97.5	49.2	85.6	0.167	0.833	0.657	0.354	0.333	0.598	0.979	0.815	0.324	0.0218	0
175	SRSF5	100	100	100	100	100	85.3	47.2	33.5	100	97.5	80.2	85.8	0.167	0.833	1	0.706	0.333	0.564	0.154	0.119	0.324	0.0218	0.234
176	SLBP	100	58.4	69	80.2	100	72.6	98	91.9	100	97.5	76.1	85.8	0.167	0.167	0.699	0.634	0.333	0.369	0.958	0.911	0.324	0.0218	0.0558
177	NPM1	100	100	100	61.9	100	73.1	95.9	70.1	100	97.5	49.2	86.2	0.167	0.833	1	0.352	0.333	0.381	0.942	0.569	0.324	0.0218	0
178	CCAR2	100	73.6	100	80.2	100	57.4	87.8	100	100	100	49.2	86.2	0.167	0.5	1	0.634	0.333	0.219	0.841	0.994	0.324	0.0219	0
179	SUPV3L1	100	58.4	100	100	100	55.8	80.2	70.6	100	97.5	87.3	86.3	0.167	0.167	1	0.706	0.333	0.21	0.638	0.578	0.324	0.0218	0.48
180	PUF60	100	58.4	100	80.2	100	72.1	94.9	64.5	100	97.5	83.8	86.5	0.167	0.167	1	0.634	0.333	0.365	0.92	0.448	0.324	0.0218	0.274
181	IGF2BP3	100	100	100	80.2	100	88.3	62.4	61.9	100	97.5	61.4	86.5	0.167	0.833	1	0.634	0.333	0.614	0.276	0.42	0.324	0.0218	0.0048
182	AGO1	100	100	100	100	100	61.4	66	79.7	100	97.5	49.2	86.7	0.167	0.833	1	0.706	0.333	0.258	0.363	0.693	0.324	0.0218	0
183	PRPF8	100	58.4	100	61.9	100	80.7	91.9	83.2	100	97.5	81.7	86.8	0.167	0.167	1	0.352	0.333	0.506	0.874	0.747	0.324	0.0218	0.24
184	PHF6	100	100	100	88.8	100	70.6	65	67.5	100	97.5	67	86.9	0.167	0.833	1	0.704	0.333	0.34	0.337	0.505	0.324	0.0218	0.018
185	SSB	100	58.4	100	82.7	100	89.3	75.1	73.1	100	97.5	87.8	87.6	0.167	0.167	1	0.636	0.333	0.628	0.53	0.618	0.324	0.0218	0.488
186	UPF1	100	73.6	100	65.5	100	81.2	85.3	97	100	97.5	64	87.6	0.167	0.5	1	0.354	0.333	0.52	0.76	0.967	0.324	0.0218	0.01
187	AKAP8	100	73.6	100	80.2	100	96.4	72.1	49.7	100	97.5	95.9	87.8	0.167	0.5	1	0.634	0.333	0.804	0.473	0.26	0.324	0.0218	0.75
188	DHX30	100	100	66.5	100	100	100	81.2	75.1	100	97.5	49.2	88.1	0.167	0.833	0.68	0.706	0.333	1	0.643	0.647	0.324	0.0218	0
189	EIF2S2	100	58.4	100	100	100	67.5	75.6	81.2	100	97.5	99	89	0.167	0.167	1	0.706	0.333	0.308	0.535	0.71	0.324	0.0218	0.898
190	CSTF2	100	100	100	100	100	86.8	61.4	66	100	97.5	73.1	89.5	0.167	0.833	1	0.706	0.333	0.583	0.275	0.479	0.324	0.0218	0.0346
191	PRPF6	100	58.4	100	100	100	93.4	89.8	99	100	97.5	49.2	89.8	0.167	0.167	1	0.706	0.333	0.707	0.851	0.984	0.324	0.0218	0
192	AKAP8L	100	100	100	100	100	93.9	68.5	43.1	100	97.5	91.4	90.4	0.167	0.833	1	0.706	0.333	0.751	0.399	0.184	0.324	0.0218	0.719
193	CKAP4	100	100	56.3	80.2	100	97	72.6	95.9	100	97.5	97.5	90.6	0.167	0.833	0.657	0.634	0.333	0.842	0.48	0.955	0.324	0.0218	0.867
194	ATP5C1	100	100	100	100	100	97.5	83.8	34	100	97.5	86.3	90.8	0.167	0.833	1	0.706	0.333	0.853	0.752	0.123	0.324	0.0218	0.414
195	SF3A3	100	100	100	100	100	92.4	88.8	87.3	100	97.5	49.2	92.3	0.167	0.833	1	0.706	0.333	0.699	0.842	0.821	0.324	0.0218	0
196	UBE2L3	100	100	100	88.8	100	82.2	99.5	93.4	100	97.5	67.5	93.5	0.167	0.833	1	0.704	0.333	0.532	0.987	0.935	0.324	0.0218	0.0184
197	PA2G4	100	100	100	100	100	90.9	97.5	98	100	97.5	49.2	93.9	0.167	0.833	1	0.706	0.333	0.673	0.95	0.97	0.324	0.0218	0
