GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
153	HNRNPUL1	100	100	100	64	100	66	59.9	68.5	100	100	46.7	82.3	0.167	0.833	1	0.634	0.333	0.406	0.306	0.531	0.324	0.244	0
154	EXOSC9	100	76.1	100	100	100	63.5	46.7	37.1	100	100	84.3	82.5	0.167	0.5	1	0.706	0.333	0.37	0.168	0.229	0.324	0.244	0.318
155	DDX28	100	61.4	100	64	100	87.8	73.6	75.1	100	100	46.7	82.6	0.167	0.167	1	0.634	0.333	0.769	0.535	0.593	0.324	0.244	0
156	FIP1L1	100	61.4	100	100	100	76.1	53.3	36.5	100	100	81.2	82.6	0.167	0.167	1	0.706	0.333	0.514	0.237	0.222	0.324	0.244	0.227
157	PUF60	100	61.4	46.7	48.2	100	97.5	92.4	79.7	100	100	83.8	82.7	0.167	0.167	0.68	0.354	0.333	0.932	0.789	0.68	0.324	0.244	0.279
158	FTO	100	61.4	100	67	100	42.1	93.4	93.4	100	100	52.8	82.7	0.167	0.167	1	0.636	0.333	0.178	0.838	0.906	0.324	0.244	4e-04
159	PPIL4	100	100	100	100	100	52.3	64	48.7	100	100	46.7	82.9	0.167	0.833	1	0.706	0.333	0.254	0.367	0.344	0.324	0.244	0
160	SBDS	100	100	100	100	100	75.1	39.6	46.7	100	100	50.3	82.9	0.167	0.833	1	0.706	0.333	0.508	0.114	0.322	0.324	0.244	2e-04
161	PHF6	100	100	45.2	100	100	84.3	81.7	32	100	100	68.5	82.9	0.167	0.833	0.679	0.706	0.333	0.694	0.642	0.192	0.324	0.244	0.0236
162	AATF	100	76.1	100	29.4	100	77.7	86.3	97.5	100	100	46.7	83.1	0.167	0.5	1	0.282	0.333	0.539	0.701	0.981	0.324	0.244	0
163	HNRNPA0	100	100	58.4	48.2	100	83.2	97	81.2	100	100	46.7	83.2	0.167	0.833	0.694	0.354	0.333	0.675	0.953	0.696	0.324	0.244	0
164	FUBP3	100	100	40.1	100	100	61.9	78.2	90.4	100	100	46.7	83.4	0.167	0.833	0.669	0.706	0.333	0.356	0.589	0.852	0.324	0.244	0
165	LARP7	100	100	100	100	100	76.6	37.6	57.9	100	100	46.7	83.5	0.167	0.833	1	0.706	0.333	0.53	0.11	0.436	0.324	0.244	0
166	SUCLG1	100	61.4	46.7	69	100	66.5	88.8	90.9	100	100	96.4	83.6	0.167	0.167	0.68	0.704	0.333	0.411	0.72	0.857	0.324	0.244	0.75
167	GTF2F1	100	100	100	64	100	67.5	81.7	59.9	100	100	46.7	83.6	0.167	0.833	1	0.634	0.333	0.413	0.642	0.451	0.324	0.244	0
168	DDX55	100	61.4	100	100	100	74.6	54.8	84.3	100	100	46.7	83.8	0.167	0.167	1	0.706	0.333	0.501	0.255	0.76	0.324	0.244	0
169	MATR3	100	61.4	100	100	100	85.8	72.6	55.8	100	100	46.7	83.8	0.167	0.167	1	0.706	0.333	0.704	0.519	0.421	0.324	0.244	0
170	SMN1	100	100	100	64	100	73.1	62.4	76.1	100	100	46.7	83.8	0.167	0.833	1	0.634	0.333	0.489	0.341	0.63	0.324	0.244	0
171	XRN2	100	100	100	100	100	60.9	36	42.1	100	100	85.8	84.1	0.167	0.833	1	0.706	0.333	0.324	0.0929	0.281	0.324	0.244	0.414
172	NAA15	100	100	100	100	100	72.1	43.1	72.1	100	100	50.3	85.2	0.167	0.833	1	0.706	0.333	0.475	0.135	0.564	0.324	0.244	2e-04
173	IGF2BP3	100	76.1	100	100	100	82.7	69.5	52.3	100	100	62.9	85.8	0.167	0.5	1	0.706	0.333	0.625	0.486	0.378	0.324	0.244	0.0078
174	LARP4	100	76.1	100	64	100	96.4	84.3	76.6	100	100	46.7	85.8	0.167	0.5	1	0.634	0.333	0.926	0.669	0.638	0.324	0.244	0
175	RBM25	100	100	100	64	100	85.3	67	88.3	100	100	46.7	86.5	0.167	0.833	1	0.634	0.333	0.703	0.418	0.804	0.324	0.244	0
176	GRWD1	100	61.4	100	64	100	100	92.9	75.6	100	100	57.9	86.5	0.167	0.167	1	0.634	0.333	0.981	0.83	0.608	0.324	0.244	0.0026
177	BCCIP	100	100	100	64	100	64	72.1	87.3	100	100	65	86.6	0.167	0.833	1	0.634	0.333	0.377	0.505	0.788	0.324	0.244	0.0104
178	KHDRBS1	100	61.4	100	64	100	91.4	98	92.9	100	100	46.7	86.8	0.167	0.167	1	0.634	0.333	0.869	0.976	0.887	0.324	0.244	0
179	RBFOX2	100	100	100	64	100	91.9	87.3	72.1	100	100	46.7	87.4	0.167	0.833	1	0.634	0.333	0.872	0.705	0.564	0.324	0.244	0
180	TIAL1	100	76.1	100	64	100	87.3	76.6	70.6	100	100	88.3	87.5	0.167	0.5	1	0.634	0.333	0.736	0.558	0.554	0.324	0.244	0.484
181	CPSF6	100	100	100	64	100	89.3	73.1	92.4	100	100	46.7	87.8	0.167	0.833	1	0.634	0.333	0.79	0.527	0.865	0.324	0.244	0
182	U2AF1	100	61.4	100	100	100	98	90.4	60.9	100	100	60.4	88.3	0.167	0.167	1	0.706	0.333	0.955	0.775	0.462	0.324	0.244	0.0042
183	TRA2A	100	100	100	48.2	100	99	93.9	87.8	100	100	46.7	88.7	0.167	0.833	1	0.354	0.333	0.97	0.852	0.8	0.324	0.244	0
184	ESF1	100	100	100	100	100	77.2	52.3	74.6	100	100	73.1	88.8	0.167	0.833	1	0.706	0.333	0.533	0.229	0.588	0.324	0.244	0.04
185	PRPF8	100	61.4	100	67	100	86.3	100	83.2	100	100	80.2	88.9	0.167	0.167	1	0.636	0.333	0.705	1	0.743	0.324	0.244	0.221
186	FAM120A	100	100	100	100	100	84.3	65	84.8	100	100	46.7	89.2	0.167	0.833	1	0.706	0.333	0.694	0.381	0.772	0.324	0.244	0
187	PCBP2	100	61.4	100	100	100	88.3	95.9	94.4	100	100	46.7	89.7	0.167	0.167	1	0.706	0.333	0.772	0.903	0.91	0.324	0.244	0
188	XRCC5	100	76.1	100	100	100	94.9	86.8	74.6	100	100	57.4	90	0.167	0.5	1	0.706	0.333	0.916	0.703	0.588	0.324	0.244	0.0024
189	SF3B1	100	76.1	100	100	100	82.2	94.9	78.7	100	100	70.1	91.1	0.167	0.5	1	0.706	0.333	0.615	0.884	0.668	0.324	0.244	0.0298
190	EWSR1	100	100	100	100	100	93.9	85.3	79.2	100	100	46.7	91.4	0.167	0.833	1	0.706	0.333	0.89	0.69	0.677	0.324	0.244	0
191	LSM11	100	100	100	100	100	98.5	91.4	73.1	100	100	59.9	93	0.167	0.833	1	0.706	0.333	0.969	0.782	0.581	0.324	0.244	0.0038
192	GRSF1	100	61.4	100	100	100	100	91.4	77.7	100	100	94.9	93.2	0.167	0.167	1	0.706	0.333	0.981	0.782	0.655	0.324	0.244	0.742
193	SFPQ	100	76.1	100	100	100	90.9	99	93.9	100	100	67	93.4	0.167	0.5	1	0.706	0.333	0.853	0.979	0.908	0.324	0.244	0.0158
194	NCBP2	100	100	100	100	100	89.8	95.4	95.4	100	100	46.7	93.4	0.167	0.833	1	0.706	0.333	0.802	0.886	0.936	0.324	0.244	0
195	PSIP1	100	100	100	100	100	94.4	84.8	94.9	100	100	57.4	93.8	0.167	0.833	1	0.706	0.333	0.894	0.685	0.925	0.324	0.244	0.0024
196	METAP2	100	100	100	100	100	93.4	98.5	98.5	100	100	46.7	94.3	0.167	0.833	1	0.706	0.333	0.888	0.977	0.997	0.324	0.244	0
197	RECQL	100	100	100	100	100	95.4	97.5	100	100	100	46.7	94.5	0.167	0.833	1	0.706	0.333	0.922	0.971	0.999	0.324	0.244	0
