GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
147	SUCLG1	100	58.9	100	65	87.8	66.5	58.4	57.4	93.9	100	96.4	80.4	0.167	0.167	1	0.634	0.333	0.601	0.337	0.697	0.324	0.787	0.769
148	KIF1C	100	58.9	100	54.8	87.8	69	56.9	65	93.9	100	100	80.6	0.167	0.167	1	0.352	0.333	0.61	0.306	0.767	0.324	0.787	0.903
149	HNRNPA2B1	100	58.9	61.9	65	87.8	53.8	88.3	80.7	93.9	100	97	80.7	0.167	0.167	0.699	0.634	0.333	0.496	0.818	0.87	0.324	0.787	0.786
150	RPS3A	100	81.7	100	54.8	100	72.1	40.1	93.4	93.9	100	51.3	80.7	0.167	0.5	1	0.352	0.667	0.639	0.105	0.964	0.324	0.787	4e-04
151	RBM15	100	81.7	9.1	61.4	87.8	82.7	76.6	95.4	93.9	100	99.5	80.8	0.167	0.5	0.363	0.354	0.333	0.791	0.603	0.976	0.324	0.787	0.901
152	TIAL1	100	100	55.8	95.4	87.8	53.3	49.2	67	93.9	100	88.3	81	0.167	0.833	0.68	0.704	0.333	0.49	0.207	0.781	0.324	0.787	0.486
153	UPF1	100	100	100	95.4	87.8	48.2	39.1	66	93.9	100	61.9	81.1	0.167	0.833	1	0.704	0.333	0.432	0.0932	0.771	0.324	0.787	0.0052
154	PSIP1	100	100	32.5	95.4	87.8	75.1	50.3	99.5	93.9	100	58.9	81.2	0.167	0.833	0.657	0.704	0.333	0.685	0.226	0.996	0.324	0.787	0.0036
155	NCBP2	100	81.7	100	95.4	87.8	77.2	42.1	68	93.9	100	47.7	81.3	0.167	0.5	1	0.704	0.333	0.705	0.135	0.783	0.324	0.787	0
156	FAM120A	100	100	100	95.4	100	70.6	10.2	71.6	100	100	47.7	81.4	0.167	0.833	1	0.704	0.667	0.621	0.000578	0.798	0.67	0.787	0
157	HNRNPA0	100	58.9	100	95.4	87.8	81.2	81.7	49.2	93.9	100	47.7	81.4	0.167	0.167	1	0.704	0.333	0.748	0.718	0.616	0.324	0.787	0
158	HNRNPU	100	58.9	43.1	73.1	87.8	90.4	92.9	81.2	93.9	100	76.1	81.6	0.167	0.167	0.672	0.636	0.333	0.873	0.88	0.873	0.324	0.787	0.0814
159	UTP18	100	81.7	36	100	87.8	58.4	62.9	84.3	93.9	100	94.4	81.8	0.167	0.5	0.669	0.706	0.333	0.537	0.391	0.904	0.324	0.787	0.757
160	GEMIN5	100	100	43.1	54.8	87.8	91.4	87.3	94.9	93.9	100	47.7	81.9	0.167	0.833	0.672	0.352	0.333	0.891	0.795	0.971	0.324	0.787	0
161	STIP1	100	58.9	100	100	100	84.3	88.8	27.9	93.9	100	47.7	82	0.167	0.167	1	0.706	0.667	0.806	0.829	0.418	0.324	0.787	0
162	CSTF2	100	100	43.1	100	87.8	79.7	65	64.5	93.9	100	72.6	82.4	0.167	0.833	0.672	0.706	0.333	0.73	0.428	0.762	0.324	0.787	0.038
163	EIF2S1	100	81.7	100	73.1	87.8	74.6	57.4	85.8	93.9	100	55.8	82.7	0.167	0.5	1	0.636	0.333	0.668	0.314	0.91	0.324	0.787	0.001
164	GTF2F1	100	81.7	100	95.4	87.8	42.6	76.1	84.8	93.9	100	47.7	82.7	0.167	0.5	1	0.704	0.333	0.396	0.602	0.909	0.324	0.787	0
165	UCHL5	100	58.9	100	26.4	87.8	96.4	97	74.1	93.9	100	76.6	82.8	0.167	0.167	1	0	0.333	0.968	0.96	0.815	0.324	0.787	0.0938
166	TRA2A	100	81.7	100	61.4	87.8	84.8	65.5	91.4	93.9	100	47.7	83.1	0.167	0.5	1	0.354	0.333	0.838	0.442	0.951	0.324	0.787	0
167	DNAJC21	100	58.9	100	95.4	87.8	99	93.9	34	93.9	100	51.3	83.1	0.167	0.167	1	0.704	0.333	0.98	0.885	0.483	0.324	0.787	4e-04
168	IGF2BP2	100	100	100	73.1	87.8	74.1	53.8	86.3	93.9	100	47.7	83.3	0.167	0.833	1	0.636	0.333	0.665	0.258	0.912	0.324	0.787	0
169	CCAR1	100	100	100	61.4	87.8	83.8	66.5	69.5	100	100	47.7	83.3	0.167	0.833	1	0.354	0.333	0.797	0.462	0.793	0.67	0.787	0
170	EWSR1	100	100	43.1	95.4	87.8	91.9	87.8	69	93.9	100	47.7	83.3	0.167	0.833	0.672	0.704	0.333	0.9	0.797	0.786	0.324	0.787	0
171	EXOSC9	100	100	100	65	87.8	79.7	67	52.3	93.9	100	84.8	84.6	0.167	0.833	1	0.634	0.333	0.73	0.468	0.643	0.324	0.787	0.322
172	ILF3	100	81.7	100	95.4	100	78.7	51.3	84.3	93.9	100	47.7	84.8	0.167	0.5	1	0.704	0.667	0.725	0.239	0.904	0.324	0.787	0
173	DHX30	100	58.9	100	65	87.8	97	97.5	85.8	93.9	100	47.7	84.9	0.167	0.167	1	0.634	0.333	0.971	0.974	0.91	0.324	0.787	0
174	AGO1	100	81.7	100	100	87.8	76.6	94.4	51.8	93.9	100	47.7	84.9	0.167	0.5	1	0.706	0.333	0.699	0.892	0.634	0.324	0.787	0
175	STAU1	100	81.7	100	95.4	87.8	71.1	59.4	62.4	93.9	100	82.7	85	0.167	0.5	1	0.704	0.333	0.623	0.338	0.753	0.324	0.787	0.248
176	SF3B4	100	58.9	100	73.1	87.8	93.4	93.4	88.3	93.9	100	47.7	85.1	0.167	0.167	1	0.636	0.333	0.931	0.882	0.939	0.324	0.787	0
177	KHSRP	100	100	100	95.4	100	77.7	47.7	72.6	100	100	47.7	85.6	0.167	0.833	1	0.704	0.667	0.719	0.2	0.801	0.67	0.787	0
178	U2AF1	100	58.9	100	73.1	87.8	95.9	99	73.1	93.9	100	59.9	85.6	0.167	0.167	1	0.636	0.333	0.962	0.998	0.814	0.324	0.787	0.0042
179	RBM25	100	81.7	100	54.8	87.8	98	90.9	89.8	93.9	100	47.7	85.9	0.167	0.5	1	0.352	0.333	0.978	0.844	0.946	0.324	0.787	0
180	HNRNPC	100	58.9	45.7	100	87.8	86.3	86.8	94.4	93.9	100	92.4	86	0.167	0.167	0.679	0.706	0.333	0.852	0.78	0.968	0.324	0.787	0.74
181	AKAP8L	100	81.7	100	95.4	87.8	59.4	50.8	91.9	93.9	100	91.4	86.6	0.167	0.5	1	0.704	0.333	0.553	0.237	0.955	0.324	0.787	0.721
182	HLTF	100	81.7	100	61.4	87.8	82.2	70.6	82.7	93.9	100	93.4	86.7	0.167	0.5	1	0.354	0.333	0.773	0.512	0.881	0.324	0.787	0.743
183	CPSF6	100	100	100	61.4	100	86.8	66	98.5	100	100	47.7	87.3	0.167	0.833	1	0.354	0.667	0.853	0.459	0.983	0.67	0.787	0
184	BCCIP	100	100	43.1	95.4	87.8	95.9	100	82.2	93.9	100	65	87.6	0.167	0.833	0.672	0.704	0.333	0.962	1	0.88	0.324	0.787	0.0112
185	FMR1	100	81.7	100	95.4	87.8	76.1	81.2	59.9	93.9	100	87.3	87.6	0.167	0.5	1	0.704	0.333	0.691	0.709	0.741	0.324	0.787	0.469
186	XPO5	100	81.7	100	73.1	100	89.8	73.6	98.5	100	100	47.7	87.7	0.167	0.5	1	0.636	0.667	0.872	0.561	0.983	0.67	0.787	0
187	AKAP8	100	58.9	100	95.4	87.8	80.7	78.7	76.6	93.9	100	95.4	88	0.167	0.167	1	0.704	0.333	0.745	0.614	0.834	0.324	0.787	0.763
188	SBDS	100	100	100	73.1	100	87.3	72.1	88.8	93.9	100	54.3	88.1	0.167	0.833	1	0.636	0.667	0.855	0.525	0.94	0.324	0.787	8e-04
189	DDX52	100	100	100	95.4	100	56.3	77.7	99	93.9	100	47.7	88.2	0.167	0.833	1	0.704	0.667	0.509	0.609	0.995	0.324	0.787	0
190	SUPV3L1	100	58.9	100	100	87.8	88.8	85.8	66.5	93.9	100	88.8	88.2	0.167	0.167	1	0.706	0.333	0.86	0.769	0.773	0.324	0.787	0.493
191	PARN	100	81.7	100	100	87.8	94.4	98	68.5	93.9	100	47.7	88.4	0.167	0.5	1	0.706	0.333	0.939	0.993	0.784	0.324	0.787	0
192	EIF2S2	100	58.9	100	54.8	87.8	94.9	89.3	93.9	93.9	100	99	88.4	0.167	0.167	1	0.352	0.333	0.942	0.834	0.967	0.324	0.787	0.896
193	NSUN2	100	58.9	100	61.4	87.8	100	94.9	92.9	93.9	100	87.8	88.9	0.167	0.167	1	0.354	0.333	0.997	0.918	0.963	0.324	0.787	0.474
194	RBFOX2	100	100	100	65	100	90.9	83.8	96.4	93.9	100	47.7	88.9	0.167	0.833	1	0.634	0.667	0.876	0.745	0.98	0.324	0.787	0
195	SSRP1	100	81.7	100	95.4	100	85.8	70.1	75.1	100	100	70.1	88.9	0.167	0.5	1	0.704	0.667	0.85	0.51	0.82	0.67	0.787	0.0326
196	GPKOW	100	100	100	73.1	87.8	99	92.4	90.9	93.9	100	47.7	89.5	0.167	0.833	1	0.636	0.333	0.98	0.866	0.947	0.324	0.787	0
197	LIN28B	100	100	100	95.4	100	98	98.5	81.7	93.9	100	51.3	92.6	0.167	0.833	1	0.704	0.667	0.978	0.995	0.879	0.324	0.787	4e-04
