GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
154	FKBP4	100	100	100	98	100	77.2	16.8	55.3	100	100	48.2	81.4	0.167	0.833	1	0.704	0.333	0.443	0.0259	0.411	0.324	0.991	0
155	METAP2	100	100	100	98	100	62.9	21.8	68	100	100	48.2	81.7	0.167	0.833	1	0.704	0.333	0.265	0.0442	0.49	0.324	0.991	0
156	NONO	100	100	100	98	100	64	30.5	61.9	100	100	48.2	82	0.167	0.833	1	0.704	0.333	0.28	0.137	0.453	0.324	0.991	0
157	SLBP	100	100	100	45.7	100	65	78.2	40.6	100	100	76.1	82.3	0.167	0.833	1	0.352	0.333	0.283	0.631	0.288	0.324	0.991	0.0592
158	SF3B4	100	59.9	100	98	100	76.6	57.9	65.5	100	100	48.2	82.4	0.167	0.167	1	0.704	0.333	0.434	0.34	0.475	0.324	0.991	0
159	PABPC4	100	100	100	63.5	100	81.7	62.9	51.3	100	100	51.3	82.8	0.167	0.833	1	0.636	0.333	0.494	0.432	0.373	0.324	0.991	2e-04
160	SND1	100	100	100	98	100	86.8	33	45.2	100	100	48.2	82.8	0.167	0.833	1	0.704	0.333	0.553	0.143	0.325	0.324	0.991	0
161	GRWD1	100	73.1	100	48.2	100	75.6	97	64	100	100	56.3	83.1	0.167	0.5	1	0.354	0.333	0.428	0.932	0.462	0.324	0.991	0.0022
162	DDX52	100	100	100	98	100	66.5	76.1	26.4	100	100	48.2	83.2	0.167	0.833	1	0.704	0.333	0.303	0.605	0.188	0.324	0.991	0
163	RCC2	100	73.1	100	63.5	100	82.2	75.6	75.1	100	100	48.2	83.4	0.167	0.5	1	0.636	0.333	0.506	0.6	0.562	0.324	0.991	0
164	DHX30	100	59.9	100	50.3	100	84.8	91.9	81.2	100	100	51.3	83.6	0.167	0.167	1	0.634	0.333	0.533	0.825	0.612	0.324	0.991	2e-04
165	TUFM	100	100	60.9	63.5	100	72.6	77.7	83.2	100	100	61.9	83.6	0.167	0.833	0.699	0.636	0.333	0.375	0.625	0.632	0.324	0.991	0.007
166	SF3A3	100	100	100	45.7	100	87.8	99.5	42.6	100	100	48.2	84	0.167	0.833	1	0.352	0.333	0.592	0.988	0.309	0.324	0.991	0
167	BUD13	100	59.9	47.7	50.3	100	99.5	89.8	82.7	100	100	93.9	84	0.167	0.167	0.694	0.634	0.333	0.987	0.808	0.623	0.324	0.991	0.735
168	PES1	100	100	100	48.2	100	56.9	88.8	86.3	100	100	48.2	84.4	0.167	0.833	1	0.354	0.333	0.216	0.804	0.657	0.324	0.991	0
169	BCLAF1	100	73.1	100	63.5	100	79.7	87.3	48.7	100	100	78.2	84.6	0.167	0.5	1	0.636	0.333	0.472	0.764	0.352	0.324	0.991	0.0938
170	ILF2	100	100	100	98	100	91.9	54.8	37.6	100	100	48.2	84.6	0.167	0.833	1	0.704	0.333	0.682	0.301	0.245	0.324	0.991	0
171	EIF3G	100	59.9	46.2	98	100	79.7	83.8	97.5	100	100	71.6	85.1	0.167	0.167	0.68	0.704	0.333	0.472	0.71	0.938	0.324	0.991	0.0306
172	DDX24	100	59.9	61.9	98	100	87.3	81.7	74.6	100	100	74.1	85.2	0.167	0.167	0.709	0.704	0.333	0.583	0.677	0.534	0.324	0.991	0.0338
173	UPF1	100	59.9	100	98	100	77.7	73.1	66	100	100	64	85.3	0.167	0.167	1	0.704	0.333	0.445	0.572	0.476	0.324	0.991	0.0108
174	AKAP8L	100	59.9	100	63.5	100	78.2	87.8	58.4	100	100	91.9	85.4	0.167	0.167	1	0.636	0.333	0.454	0.768	0.43	0.324	0.991	0.727
175	ASCC1	100	59.9	100	98	100	83.2	81.2	69.5	100	100	48.2	85.5	0.167	0.167	1	0.704	0.333	0.513	0.656	0.498	0.324	0.991	0
176	PCBP1	100	59.9	100	63.5	100	95.4	98.5	76.1	100	100	48.2	85.6	0.167	0.167	1	0.636	0.333	0.807	0.97	0.563	0.324	0.991	0
177	KHSRP	100	100	100	98	100	88.8	50.8	56.9	100	100	48.2	85.7	0.167	0.833	1	0.704	0.333	0.597	0.263	0.421	0.324	0.991	0
178	TFIP11	100	59.9	100	63.5	100	94.9	82.2	94.4	100	100	48.2	85.7	0.167	0.167	1	0.636	0.333	0.797	0.683	0.895	0.324	0.991	0
179	ESF1	100	73.1	100	98	100	85.3	41.6	77.2	100	100	72.6	86.2	0.167	0.5	1	0.704	0.333	0.536	0.202	0.565	0.324	0.991	0.033
180	SRFBP1	100	100	100	63.5	100	88.3	69.5	57.4	100	100	75.6	86.8	0.167	0.833	1	0.636	0.333	0.596	0.534	0.427	0.324	0.991	0.0566
181	ILF3	100	73.1	100	98	100	92.9	58.9	83.8	100	100	48.2	86.8	0.167	0.5	1	0.704	0.333	0.722	0.352	0.64	0.324	0.991	0
182	PPIG	100	100	100	63.5	100	89.3	70.6	53.3	100	100	78.7	86.8	0.167	0.833	1	0.636	0.333	0.605	0.541	0.378	0.324	0.991	0.107
183	PUF60	100	59.9	100	45.7	100	95.9	94.9	78.7	100	100	83.8	87.2	0.167	0.167	1	0.352	0.333	0.813	0.874	0.584	0.324	0.991	0.271
184	YBX3	100	100	100	98	100	83.8	53.3	81.7	100	100	48.2	87.7	0.167	0.833	1	0.704	0.333	0.521	0.287	0.62	0.324	0.991	0
185	KHDRBS1	100	100	100	98	100	85.8	72.1	61.4	100	100	48.2	87.8	0.167	0.833	1	0.704	0.333	0.548	0.558	0.45	0.324	0.991	0
186	LARP4	100	59.9	100	98	100	93.4	69	97	100	100	48.2	87.8	0.167	0.167	1	0.704	0.333	0.729	0.533	0.931	0.324	0.991	0
187	HNRNPUL1	100	100	100	63.5	100	81.2	94.4	78.2	100	100	48.2	87.8	0.167	0.833	1	0.636	0.333	0.487	0.859	0.583	0.324	0.991	0
188	KIF1C	100	100	100	98	100	80.7	70.1	34.5	100	100	100	89.4	0.167	0.833	1	0.704	0.333	0.485	0.535	0.233	0.324	0.991	0.909
189	FUBP3	100	100	100	63.5	100	98	87.3	88.8	100	100	48.2	89.6	0.167	0.833	1	0.636	0.333	0.869	0.764	0.713	0.324	0.991	0
190	UBE2L3	100	100	100	45.7	100	100	91.4	85.3	100	100	65.5	89.8	0.167	0.833	1	0.352	0.333	0.996	0.824	0.649	0.324	0.991	0.0144
191	AUH	100	100	100	98	100	90.4	68.5	92.9	100	100	48.2	90.7	0.167	0.833	1	0.704	0.333	0.657	0.511	0.819	0.324	0.991	0
192	G3BP2	100	59.9	100	98	100	99	93.9	99	100	100	48.2	90.7	0.167	0.167	1	0.704	0.333	0.983	0.849	0.969	0.324	0.991	0
193	CKAP4	100	73.1	100	98	100	86.3	74.6	73.6	100	100	98	91.2	0.167	0.5	1	0.704	0.333	0.55	0.582	0.523	0.324	0.991	0.876
194	SUPT6H	100	59.9	100	98	100	89.8	73.6	95.4	100	100	95.4	92	0.167	0.167	1	0.704	0.333	0.628	0.574	0.916	0.324	0.991	0.749
195	FASTKD2	100	100	100	98	100	90.9	90.9	84.8	100	100	48.2	92.1	0.167	0.833	1	0.704	0.333	0.659	0.816	0.648	0.324	0.991	0
196	IGF2BP2	100	100	100	98	100	98.5	89.3	93.9	100	100	48.2	93.4	0.167	0.833	1	0.704	0.333	0.976	0.805	0.894	0.324	0.991	0
197	EIF2S2	100	59.9	100	98	100	92.4	100	82.2	100	100	99	93.8	0.167	0.167	1	0.704	0.333	0.704	0.993	0.621	0.324	0.991	0.893
