GENE.SET	ORA.RANK	SAFE.RANK	GSEA.RANK	GSA.RANK	GLOBALTEST.RANK	ROAST.RANK	CAMERA.RANK	GSVA.RANK	SAMGS.RANK	EBM.RANK	MGSA.RANK	MEAN.RANK	ORA.PVAL	SAFE.PVAL	GSEA.PVAL	GSA.PVAL	GLOBALTEST.PVAL	ROAST.PVAL	CAMERA.PVAL	GSVA.PVAL	SAMGS.PVAL	EBM.PVAL	MGSA.PVAL
147	GRWD1	100	74.1	100	80.2	96.4	49.7	59.9	61.4	95.4	100	58.9	79.6	0.167	0.5	1	0.636	0.333	0.532	0.467	0.514	0.324	0.996	0.0048
148	UBE2L3	100	100	100	57.9	96.4	44.7	61.4	58.4	95.4	100	63.5	79.8	0.167	0.833	1	0.352	0.333	0.459	0.473	0.459	0.324	0.996	0.0098
149	ADAR	100	74.1	100	57.9	96.4	97.5	99.5	7.6	95.4	100	49.2	79.8	0.167	0.5	1	0.352	0.333	0.975	0.991	0.0217	0.324	0.996	0
150	CKAP4	100	47.2	57.4	100	96.4	52.3	36	95.9	95.4	100	97.5	79.8	0.167	0.167	0.699	0.706	0.333	0.548	0.16	0.915	0.324	0.996	0.841
151	SRFBP1	100	100	40.6	100	96.4	58.9	35.5	82.7	95.4	100	76.1	80.5	0.167	0.833	0.669	0.706	0.333	0.63	0.155	0.73	0.324	0.996	0.0618
152	HNRNPUL1	100	74.1	100	77.2	96.4	76.1	82.7	36	95.4	100	49.2	80.7	0.167	0.5	1	0.634	0.333	0.808	0.768	0.189	0.324	0.996	0
153	G3BP1	100	74.1	100	57.9	96.4	58.4	80.2	60.9	95.4	100	66.5	80.9	0.167	0.5	1	0.352	0.333	0.622	0.754	0.51	0.324	0.996	0.0128
154	TIA1	100	100	100	57.9	96.4	87.3	76.6	5.1	100	100	68	81	0.167	0.833	1	0.352	0.333	0.893	0.687	0.0178	0.654	0.996	0.019
155	RBM25	100	100	100	57.9	96.4	86.8	85.3	23.9	95.4	100	49.2	81.4	0.167	0.833	1	0.352	0.333	0.888	0.779	0.109	0.324	0.996	0
156	KIF1C	100	74.1	100	77.2	96.4	56.9	44.7	52.3	95.4	100	100	81.5	0.167	0.5	1	0.634	0.333	0.61	0.241	0.401	0.324	0.996	0.892
157	RBM34	100	100	100	22.8	96.4	69.5	72.6	91.4	95.4	100	49.2	81.6	0.167	0.833	1	0	0.333	0.749	0.657	0.842	0.324	0.996	0
158	BCCIP	100	100	100	31.5	96.4	56.3	55.8	99	95.4	100	64	81.7	0.167	0.833	1	0.282	0.333	0.591	0.406	0.972	0.324	0.996	0.011
159	ILF2	100	100	100	57.9	96.4	97.5	92.9	9.6	95.4	100	49.2	81.7	0.167	0.833	1	0.352	0.333	0.975	0.886	0.026	0.324	0.996	0
160	RPS10	100	47.2	100	80.2	96.4	87.8	89.8	39.6	95.4	100	62.4	81.7	0.167	0.167	1	0.636	0.333	0.897	0.811	0.216	0.324	0.996	0.0068
161	SUCLG1	100	100	100	31.5	96.4	73.6	66.5	45.2	95.4	100	92.4	81.9	0.167	0.833	1	0.282	0.333	0.793	0.536	0.287	0.324	0.996	0.716
162	MTPAP	100	74.1	100	57.9	96.4	79.2	77.7	67	95.4	100	53.3	81.9	0.167	0.5	1	0.352	0.333	0.831	0.709	0.564	0.324	0.996	8e-04
163	PPIG	100	74.1	100	77.2	96.4	64	50.8	65.5	95.4	100	78.2	82	0.167	0.5	1	0.634	0.333	0.702	0.331	0.541	0.324	0.996	0.0892
164	SBDS	100	100	100	77.2	96.4	61.4	44.2	71.6	95.4	100	55.3	82	0.167	0.833	1	0.634	0.333	0.661	0.24	0.602	0.324	0.996	0.0014
165	PCBP1	100	47.2	100	57.9	96.4	81.2	77.2	97.5	95.4	100	49.2	82	0.167	0.167	1	0.352	0.333	0.839	0.701	0.946	0.324	0.996	0
166	EIF4G1	100	74.1	100	100	96.4	91.9	93.9	1.5	95.4	100	49.2	82	0.167	0.5	1	0.706	0.333	0.927	0.899	0.00679	0.324	0.996	0
167	PHF6	100	100	100	31.5	96.4	48.2	74.6	90.9	95.4	100	68.5	82.3	0.167	0.833	1	0.282	0.333	0.514	0.674	0.837	0.324	0.996	0.0198
168	LSM11	100	100	100	77.2	96.4	51.8	48.2	88.8	95.4	100	58.4	83.3	0.167	0.833	1	0.634	0.333	0.547	0.295	0.799	0.324	0.996	0.0044
169	RBFOX2	100	100	100	77.2	96.4	60.9	54.8	83.2	95.4	100	49.2	83.4	0.167	0.833	1	0.634	0.333	0.658	0.401	0.734	0.324	0.996	0
170	CCAR1	100	100	100	57.9	96.4	96.4	91.4	31	95.4	100	49.2	83.4	0.167	0.833	1	0.352	0.333	0.951	0.863	0.148	0.324	0.996	0
171	SERBP1	100	74.1	100	100	96.4	80.2	85.8	36.5	95.4	100	49.2	83.4	0.167	0.5	1	0.706	0.333	0.835	0.781	0.193	0.324	0.996	0
172	PA2G4	100	100	100	86.8	96.4	51.3	58.9	80.7	95.4	100	49.2	83.5	0.167	0.833	1	0.704	0.333	0.539	0.451	0.713	0.324	0.996	0
173	FUBP3	100	100	100	100	96.4	67.5	73.6	38.1	95.4	100	49.2	83.7	0.167	0.833	1	0.706	0.333	0.743	0.669	0.197	0.324	0.996	0
174	QKI	100	74.1	100	100	96.4	88.3	84.8	33	95.4	100	49.2	83.8	0.167	0.5	1	0.706	0.333	0.902	0.774	0.169	0.324	0.996	0
175	AUH	100	47.2	100	77.2	96.4	84.8	84.3	91.9	95.4	100	49.2	84.2	0.167	0.167	1	0.634	0.333	0.876	0.772	0.847	0.324	0.996	0
176	HNRNPK	100	74.1	100	57.9	96.4	92.9	70.1	87.8	100	100	49.2	84.4	0.167	0.5	1	0.352	0.333	0.932	0.646	0.794	0.654	0.996	0
177	FKBP4	100	100	100	100	96.4	94.4	81.2	14.7	95.4	100	49.2	84.7	0.167	0.833	1	0.706	0.333	0.939	0.76	0.0488	0.324	0.996	0
178	SMN1	100	74.1	100	77.2	96.4	95.9	93.4	54.8	95.4	100	49.2	85.1	0.167	0.5	1	0.634	0.333	0.949	0.895	0.425	0.324	0.996	0
179	TUFM	100	100	100	77.2	96.4	93.4	96.4	19.3	95.4	100	60.4	85.3	0.167	0.833	1	0.634	0.333	0.935	0.924	0.0618	0.324	0.996	0.0054
180	DDX28	100	47.2	100	100	96.4	89.8	90.4	79.2	95.4	100	49.2	86.2	0.167	0.167	1	0.706	0.333	0.914	0.816	0.69	0.324	0.996	0
181	FASTKD2	100	74.1	100	100	96.4	78.2	79.7	77.2	95.4	100	49.2	86.4	0.167	0.5	1	0.706	0.333	0.83	0.751	0.661	0.324	0.996	0
182	NCBP2	100	100	100	100	100	88.8	76.6	41.1	100	100	49.2	86.9	0.167	0.833	1	0.706	0.667	0.903	0.687	0.235	0.654	0.996	0
183	PABPC4	100	100	100	100	96.4	95.9	91.9	29.4	95.4	100	49.2	87.1	0.167	0.833	1	0.706	0.333	0.949	0.871	0.138	0.324	0.996	0
184	ZRANB2	100	74.1	100	86.8	96.4	72.1	89.3	94.9	95.4	100	49.2	87.1	0.167	0.5	1	0.704	0.333	0.774	0.809	0.907	0.324	0.996	0
185	METAP2	100	100	100	77.2	96.4	99.5	97.5	43.7	95.4	100	49.2	87.2	0.167	0.833	1	0.634	0.333	0.991	0.967	0.272	0.324	0.996	0
186	XPO5	100	74.1	100	100	96.4	93.9	86.3	64	95.4	100	49.2	87.2	0.167	0.5	1	0.706	0.333	0.938	0.784	0.529	0.324	0.996	0
187	SSB	100	74.1	100	61.9	96.4	71.1	78.2	98	95.4	100	86.3	87.4	0.167	0.5	1	0.354	0.333	0.764	0.731	0.949	0.324	0.996	0.409
188	HLTF	100	74.1	100	100	96.4	89.3	80.7	30.5	95.4	100	96.4	87.5	0.167	0.5	1	0.706	0.333	0.91	0.757	0.147	0.324	0.996	0.755
189	NUSAP1	100	100	100	100	96.4	90.4	79.2	50.3	95.4	100	51.8	87.6	0.167	0.833	1	0.706	0.333	0.917	0.75	0.372	0.324	0.996	4e-04
190	UTP18	100	100	51.8	100	96.4	69	78.7	78.2	95.4	100	93.9	87.6	0.167	0.833	0.694	0.706	0.333	0.748	0.748	0.677	0.324	0.996	0.728
191	TRIM56	100	47.2	100	86.8	96.4	90.9	90.9	92.9	95.4	100	65.5	87.8	0.167	0.167	1	0.704	0.333	0.923	0.854	0.86	0.324	0.996	0.0122
192	SUPT6H	100	100	100	100	96.4	81.7	75.6	26.9	95.4	100	95.4	88.3	0.167	0.833	1	0.706	0.333	0.853	0.685	0.12	0.324	0.996	0.744
193	SLBP	100	74.1	100	100	96.4	77.7	87.8	66.5	95.4	100	75.6	88.5	0.167	0.5	1	0.706	0.333	0.826	0.796	0.553	0.324	0.996	0.0552
194	SSRP1	100	100	100	100	96.4	99	98.5	13.7	95.4	100	73.1	88.7	0.167	0.833	1	0.706	0.333	0.985	0.975	0.045	0.324	0.996	0.03
195	ILF3	100	100	100	100	96.4	86.3	75.1	93.9	95.4	100	49.2	90.6	0.167	0.833	1	0.706	0.333	0.887	0.681	0.896	0.324	0.996	0
196	EWSR1	100	100	100	100	96.4	100	100	64.5	95.4	100	49.2	91.4	0.167	0.833	1	0.706	0.333	0.994	0.999	0.531	0.324	0.996	0
197	TIAL1	100	100	100	80.2	96.4	94.9	95.9	56.9	95.4	100	87.3	91.6	0.167	0.833	1	0.636	0.333	0.946	0.923	0.441	0.324	0.996	0.45
